snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_352_t00,352,0,0.0,0.7,0,1.0,video,1996.6495170211203,0.5055319474693395,1.2,mm1
topology_352_t01,352,1,2.0,0.7301442841485013,0,1.0,web,1049.6402647747582,0.3242090022929142,1.2,mm1
topology_352_t02,352,2,4.0,0.8125,0,1.0,web,1170.2460781449822,0.34892033452596094,1.2,mm1
topology_352_t03,352,3,6.0,0.9249999999999999,0,1.0,bulk,3417.094873638479,0.7000690379397848,1.2,mm1
topology_352_t04,352,4,8.0,1.0374999999999999,0,1.0,web,1448.840848298814,0.40857806369298777,1.2,mm1
topology_352_t05,352,5,10.0,1.1198557158514988,0,1.0,web,1620.741959423826,0.4372303021293076,1.2,mm1
topology_352_t06,352,6,12.0,1.15,0,1.0,bulk,3821.876141575741,0.7565840757955408,1.2,mm1
topology_352_t07,352,7,14.0,1.1198557158514988,0,1.0,web,1598.5082005414815,0.43645705398787754,1.2,mm1
topology_352_t08,352,8,16.0,1.0375,0,1.0,web,1479.007333449612,0.4173802566507074,1.2,mm1
topology_352_t09,352,9,18.0,0.925,0,1.0,bulk,3267.4718106273485,0.6914350065235708,1.2,mm1
topology_352_t10,352,10,20.0,0.8124999999999999,0,1.0,web,1156.711735414024,0.34992085209353463,1.2,mm1
topology_352_t11,352,11,22.0,0.7301442841485013,1,2.886257950730304,web,2988.0596691585915,0.6574849610639756,1.2,mm1
