snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_033_t00,33,0,0.0,0.7,0,1.0,bulk,889.6550539032539,0.2016844430064772,1.2,mm1
topology_033_t01,33,1,2.0,0.7301442841485013,1,3.296376827516834,video,2658.6473344906685,0.3839738042275571,1.2,mm1
topology_033_t02,33,2,4.0,0.8125,0,1.0,video,903.0575499811042,0.2035433286462639,1.2,mm1
topology_033_t03,33,3,6.0,0.9249999999999999,0,1.0,web,516.2603155129123,0.14242708240505833,1.2,mm1
topology_033_t04,33,4,8.0,1.0374999999999999,1,2.708657900345405,video,3179.812476023625,0.42381783866014566,1.2,mm1
topology_033_t05,33,5,10.0,1.1198557158514988,0,1.0,web,621.0579050419506,0.1636932020147369,1.2,mm1
topology_033_t06,33,6,12.0,1.15,0,1.0,video,1319.1875299209016,0.2518527822053382,1.2,mm1
topology_033_t07,33,7,14.0,1.1198557158514988,0,1.0,web,638.9159297513374,0.16783579095550064,1.2,mm1
topology_033_t08,33,8,16.0,1.0375,0,1.0,video,1171.0849856650532,0.23655710917254544,1.2,mm1
topology_033_t09,33,9,18.0,0.925,0,1.0,web,522.1201085707814,0.14497765639421278,1.2,mm1
topology_033_t10,33,10,20.0,0.8124999999999999,0,1.0,bulk,1068.6862851524647,0.22398332936165416,1.2,mm1
topology_033_t11,33,11,22.0,0.7301442841485013,0,1.0,web,427.7852350292745,0.12939897653465476,1.2,mm1
