snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_348_t00,348,0,0.0,0.7,0,1.0,bulk,1532.2548635032058,0.2911436116352396,1.2,mm1
topology_348_t01,348,1,2.0,0.7301442841485013,0,1.0,video,1326.4299300277034,0.26532631306018023,1.2,mm1
topology_348_t02,348,2,4.0,0.8125,0,1.0,web,755.1139043465819,0.17902755055487368,1.2,mm1
topology_348_t03,348,3,6.0,0.9249999999999999,0,1.0,web,817.0967856673776,0.1859929005456057,1.2,mm1
topology_348_t04,348,4,8.0,1.0374999999999999,0,1.0,web,913.3014120648852,0.20322957133133412,1.2,mm1
topology_348_t05,348,5,10.0,1.1198557158514988,0,1.0,video,2022.481803834256,0.36761784551943405,1.2,mm1
topology_348_t06,348,6,12.0,1.15,0,1.0,web,1064.2846412757303,0.2275814669133392,1.2,mm1
topology_348_t07,348,7,14.0,1.1198557158514988,0,1.0,web,1005.5464281858741,0.21520504590037093,1.2,mm1
topology_348_t08,348,8,16.0,1.0375,0,1.0,web,942.9344634671795,0.20851711005138582,1.2,mm1
topology_348_t09,348,9,18.0,0.925,0,1.0,web,878.7668306720593,0.1963329666461647,1.2,mm1
topology_348_t10,348,10,20.0,0.8124999999999999,0,1.0,bulk,1906.5661444637963,0.36306907588679027,1.2,mm1
topology_348_t11,348,11,22.0,0.7301442841485013,0,1.0,bulk,1676.8700396350382,0.31581148936396697,1.2,mm1
