snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_005_t00,5,0,0.0,0.7,0,1.0,bulk,2599.004121501905,0.14014385476147356,1.2,mm1
topology_005_t01,5,1,2.0,0.7301442841485013,0,1.0,web,1011.9553195917032,0.06679247460265642,1.2,mm1
topology_005_t02,5,2,4.0,0.8125,0,1.0,web,1150.808898418231,0.07360847750688429,1.2,mm1
topology_005_t03,5,3,6.0,0.9249999999999999,0,1.0,video,2613.8868460314466,0.14041945155781285,1.2,mm1
topology_005_t04,5,4,8.0,1.0374999999999999,0,1.0,web,1488.2194820272125,0.087853026589726,1.2,mm1
topology_005_t05,5,5,10.0,1.1198557158514988,0,1.0,bulk,3877.6065021002723,0.20037262594547128,1.2,mm1
topology_005_t06,5,6,12.0,1.15,0,1.0,bulk,4062.200592261048,0.20187638408208966,1.2,mm1
topology_005_t07,5,7,14.0,1.1198557158514988,0,1.0,web,1622.9550612312273,0.09560864265763669,1.2,mm1
topology_005_t08,5,8,16.0,1.0375,0,1.0,web,1483.8968312261318,0.08853293911605137,1.2,mm1
topology_005_t09,5,9,18.0,0.925,0,1.0,video,2607.9553256356185,0.13999998032488203,1.2,mm1
topology_005_t10,5,10,20.0,0.8124999999999999,0,1.0,bulk,2692.5997795899357,0.1421016152279593,1.2,mm1
topology_005_t11,5,11,22.0,0.7301442841485013,0,1.0,web,1040.80055683223,0.06849005594412713,1.2,mm1
