snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_460_t00,460,0,0.0,0.7,0,1.0,video,1065.5623640091658,0.43318076681108086,1.2,mm1
topology_460_t01,460,1,2.0,0.7301442841485013,0,1.0,bulk,1383.6914542061243,0.48188449611068634,1.2,mm1
topology_460_t02,460,2,4.0,0.8125,0,1.0,video,1198.0387644507687,0.45454817362610495,1.2,mm1
topology_460_t03,460,3,6.0,0.9249999999999999,0,1.0,video,1386.9507042065707,0.47942037310378627,1.2,mm1
topology_460_t04,460,4,8.0,1.0374999999999999,0,1.0,video,1509.921378729976,0.5014109220172623,1.2,mm1
topology_460_t05,460,5,10.0,1.1198557158514988,0,1.0,web,831.1924595507621,0.38894422557421254,1.2,mm1
topology_460_t06,460,6,12.0,1.15,0,1.0,web,847.5840471141457,0.3888367715025786,1.2,mm1
topology_460_t07,460,7,14.0,1.1198557158514988,0,1.0,web,821.6875620470369,0.38628837377097863,1.2,mm1
topology_460_t08,460,8,16.0,1.0375,1,2.129742047960077,bulk,4066.5330127378447,0.7672812066158387,1.2,mm1
topology_460_t09,460,9,18.0,0.925,0,1.0,bulk,1689.7223465739892,0.5331478164093423,1.2,mm1
topology_460_t10,460,10,20.0,0.8124999999999999,0,1.0,web,623.1698077644803,0.32877528228820946,1.2,mm1
topology_460_t11,460,11,22.0,0.7301442841485013,0,1.0,web,539.72753260998,0.31119229540241017,1.2,mm1
