snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_288_t00,288,0,0.0,0.7,0,1.0,video,2236.931884711506,0.2784507838124545,1.2,mm1
topology_288_t01,288,1,2.0,0.7301442841485013,0,1.0,web,1170.2779690914722,0.17018666764883808,1.2,mm1
topology_288_t02,288,2,4.0,0.8125,0,1.0,bulk,3381.741620083968,0.3865803495984976,1.2,mm1
topology_288_t03,288,3,6.0,0.9249999999999999,0,1.0,web,1504.92189274887,0.20821508927008234,1.2,mm1
topology_288_t04,288,4,8.0,1.0374999999999999,0,1.0,web,1668.0764770196577,0.22378488076945632,1.2,mm1
topology_288_t05,288,5,10.0,1.1198557158514988,1,3.281269686241218,web,5938.505310157623,0.5525971233360465,1.2,mm1
topology_288_t06,288,6,12.0,1.15,0,1.0,bulk,4482.441970602371,0.4835926276836483,1.2,mm1
topology_288_t07,288,7,14.0,1.1198557158514988,0,1.0,web,1810.4538581478046,0.238496670334383,1.2,mm1
topology_288_t08,288,8,16.0,1.0375,0,1.0,web,1686.4176635430504,0.2242476042919055,1.2,mm1
topology_288_t09,288,9,18.0,0.925,0,1.0,web,1510.4888557822733,0.20953156798981568,1.2,mm1
topology_288_t10,288,10,20.0,0.8124999999999999,0,1.0,video,2599.8109069674065,0.3150423001305005,1.2,mm1
topology_288_t11,288,11,22.0,0.7301442841485013,0,1.0,video,2343.567208629628,0.2881388371144649,1.2,mm1
