snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_079_t00,79,0,0.0,0.7,0,1.0,video,1534.4068827309234,0.3345809122799131,1.2,mm1
topology_079_t01,79,1,2.0,0.7301442841485013,0,1.0,bulk,1951.2273141777537,0.37896403597610917,1.2,mm1
topology_079_t02,79,2,4.0,0.8125,0,1.0,video,1806.560832038191,0.36327593527287794,1.2,mm1
topology_079_t03,79,3,6.0,0.9249999999999999,0,1.0,bulk,2287.037445812457,0.41932531399776796,1.2,mm1
topology_079_t04,79,4,8.0,1.0374999999999999,0,1.0,video,2250.879594835572,0.41359240156153587,1.2,mm1
topology_079_t05,79,5,10.0,1.1198557158514988,0,1.0,bulk,2925.0197366496295,0.45819009089194906,1.2,mm1
topology_079_t06,79,6,12.0,1.15,0,1.0,bulk,3019.127743278839,0.4637619184043804,1.2,mm1
topology_079_t07,79,7,14.0,1.1198557158514988,0,1.0,web,1242.060204061756,0.3034988525263368,1.2,mm1
topology_079_t08,79,8,16.0,1.0375,0,1.0,web,1103.4873903930934,0.2870035096772937,1.2,mm1
topology_079_t09,79,9,18.0,0.925,0,1.0,web,1023.9901266459867,0.27523308791974843,1.2,mm1
topology_079_t10,79,10,20.0,0.8124999999999999,1,3.064362009771906,web,2831.7241342970574,0.4605039051152784,1.2,mm1
topology_079_t11,79,11,22.0,0.7301442841485013,0,1.0,bulk,1951.3601182675388,0.3839092136039916,1.2,mm1
