snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_429_t00,429,0,0.0,0.7,0,1.0,bulk,8586.22215243678,0.4451009574659976,1.2,mm1
topology_429_t01,429,1,2.0,0.7301442841485013,0,1.0,web,3488.065616000389,0.26317668294681584,1.2,mm1
topology_429_t02,429,2,4.0,0.8125,0,1.0,bulk,9683.250194999562,0.4797665031568799,1.2,mm1
topology_429_t03,429,3,6.0,0.9249999999999999,0,1.0,video,8909.153681387497,0.45484881519886644,1.2,mm1
topology_429_t04,429,4,8.0,1.0374999999999999,0,1.0,web,5021.21657585502,0.3315435497384634,1.2,mm1
topology_429_t05,429,5,10.0,1.1198557158514988,1,2.2132074678396343,video,23631.26295562133,0.7188208757444071,1.2,mm1
topology_429_t06,429,6,12.0,1.15,0,1.0,video,11107.40045187491,0.5081990731318355,1.2,mm1
topology_429_t07,429,7,14.0,1.1198557158514988,0,1.0,web,5460.611082926551,0.3508335187091364,1.2,mm1
topology_429_t08,429,8,16.0,1.0375,0,1.0,bulk,12063.246611150364,0.5315759913877226,1.2,mm1
topology_429_t09,429,9,18.0,0.925,0,1.0,web,4481.9654670542095,0.31240784044011616,1.2,mm1
topology_429_t10,429,10,20.0,0.8124999999999999,0,1.0,web,3942.579384675363,0.2866810997065178,1.2,mm1
topology_429_t11,429,11,22.0,0.7301442841485013,0,1.0,web,3570.48369873323,0.26856333923331877,1.2,mm1
