snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_459_t00,459,0,0.0,0.7,0,1.0,video,6596.36668454843,0.3335847070149768,1.2,mm1
topology_459_t01,459,1,2.0,0.7301442841485013,0,1.0,web,3505.3623266968652,0.21261052004957087,1.2,mm1
topology_459_t02,459,2,4.0,0.8125,0,1.0,video,7693.910647341349,0.37165804323903395,1.2,mm1
topology_459_t03,459,3,6.0,0.9249999999999999,0,1.0,web,4422.135186914087,0.25417775995748493,1.2,mm1
topology_459_t04,459,4,8.0,1.0374999999999999,0,1.0,video,9824.79808926092,0.436324343309155,1.2,mm1
topology_459_t05,459,5,10.0,1.1198557158514988,0,1.0,video,10516.028889506608,0.45693636149932615,1.2,mm1
topology_459_t06,459,6,12.0,1.15,0,1.0,web,5469.147057999347,0.29348069497257717,1.2,mm1
topology_459_t07,459,7,14.0,1.1198557158514988,0,1.0,web,5335.301224164505,0.2900608398916559,1.2,mm1
topology_459_t08,459,8,16.0,1.0375,0,1.0,video,9845.543357860199,0.4371655826381456,1.2,mm1
topology_459_t09,459,9,18.0,0.925,0,1.0,bulk,10968.217345218338,0.4723285220554058,1.2,mm1
topology_459_t10,459,10,20.0,0.8124999999999999,0,1.0,web,3826.3481411221273,0.22699378834432468,1.2,mm1
topology_459_t11,459,11,22.0,0.7301442841485013,0,1.0,web,3441.451593417632,0.20975138518575084,1.2,mm1
