snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_486_t00,486,0,0.0,0.7,1,2.7753639217945203,web,2287.9370680582742,0.6284598547642102,1.2,mm1
topology_486_t01,486,1,2.0,0.7301442841485013,0,1.0,bulk,2144.0369897086193,0.5982920949407237,1.2,mm1
topology_486_t02,486,2,4.0,0.8125,1,3.303564349700701,web,3101.177609205413,0.7331344990368779,1.2,mm1
topology_486_t03,486,3,6.0,0.9249999999999999,0,1.0,video,2199.781655587779,0.6122414834009581,1.2,mm1
topology_486_t04,486,4,8.0,1.0374999999999999,0,1.0,web,1293.7791221321193,0.44208855279339215,1.2,mm1
topology_486_t05,486,5,10.0,1.1198557158514988,0,1.0,web,1369.0423849070694,0.46010103976705535,1.2,mm1
topology_486_t06,486,6,12.0,1.15,0,1.0,web,1368.110916215614,0.4660080919093298,1.2,mm1
topology_486_t07,486,7,14.0,1.1198557158514988,0,1.0,web,1338.1742544639415,0.45706970258108826,1.2,mm1
topology_486_t08,486,8,16.0,1.0375,0,1.0,web,1231.2551246571763,0.4274733727656884,1.2,mm1
topology_486_t09,486,9,18.0,0.925,0,1.0,video,2195.1007982495616,0.6130439710251383,1.2,mm1
topology_486_t10,486,10,20.0,0.8124999999999999,0,1.0,web,961.4507679696486,0.36471104471279636,1.2,mm1
topology_486_t11,486,11,22.0,0.7301442841485013,1,3.333633072101805,video,5773.554343507625,0.9362292506444281,1.2,mm1
