snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_192_t00,192,0,0.0,0.7,0,1.0,web,1847.396047722196,0.13842994795845653,1.2,mm1
topology_192_t01,192,1,2.0,0.7301442841485013,0,1.0,web,1944.5304895788713,0.14106758054339824,1.2,mm1
topology_192_t02,192,2,4.0,0.8125,1,2.1251937129993372,web,4718.5064129564535,0.2589306034774793,1.2,mm1
topology_192_t03,192,3,6.0,0.9249999999999999,0,1.0,video,5008.9110854722385,0.26974828374720405,1.2,mm1
topology_192_t04,192,4,8.0,1.0374999999999999,1,2.712695523811452,web,7497.159725332802,0.35234920513501267,1.2,mm1
topology_192_t05,192,5,10.0,1.1198557158514988,0,1.0,video,5982.0610528365105,0.30383298762767097,1.2,mm1
topology_192_t06,192,6,12.0,1.15,0,1.0,web,3167.990107366819,0.2000960129865027,1.2,mm1
topology_192_t07,192,7,14.0,1.1198557158514988,0,1.0,video,6008.468281815445,0.30387329936751184,1.2,mm1
topology_192_t08,192,8,16.0,1.0375,0,1.0,video,5505.295235594482,0.2879661243800572,1.2,mm1
topology_192_t09,192,9,18.0,0.925,0,1.0,web,2548.8226065457493,0.1724589312215822,1.2,mm1
topology_192_t10,192,10,20.0,0.8124999999999999,0,1.0,video,4319.474853389554,0.24384015208540763,1.2,mm1
topology_192_t11,192,11,22.0,0.7301442841485013,0,1.0,video,3920.6586522448893,0.23103509967269423,1.2,mm1
