snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_409_t00,409,0,0.0,0.7,0,1.0,web,493.94329774820653,0.2922596976368381,1.2,mm1
topology_409_t01,409,1,2.0,0.7301442841485013,0,1.0,web,519.1773709141075,0.2976548144330263,1.2,mm1
topology_409_t02,409,2,4.0,0.8125,0,1.0,web,601.7775561292488,0.3380668503183779,1.2,mm1
topology_409_t03,409,3,6.0,0.9249999999999999,1,1.9354052805560664,web,1309.299399354858,0.567464872284993,1.2,mm1
topology_409_t04,409,4,8.0,1.0374999999999999,0,1.0,video,1512.0870998518712,0.6221275285104791,1.2,mm1
topology_409_t05,409,5,10.0,1.1198557158514988,0,1.0,web,834.1129427682533,0.4311375034475653,1.2,mm1
topology_409_t06,409,6,12.0,1.15,0,1.0,web,856.9946475300253,0.44345628033962653,1.2,mm1
topology_409_t07,409,7,14.0,1.1198557158514988,0,1.0,bulk,1998.9386625453972,0.7186256633900502,1.2,mm1
topology_409_t08,409,8,16.0,1.0375,1,2.8292606946419863,web,2233.0537599712543,0.759867543950554,1.2,mm1
topology_409_t09,409,9,18.0,0.925,0,1.0,web,673.883927904438,0.36600347718557835,1.2,mm1
topology_409_t10,409,10,20.0,0.8124999999999999,0,1.0,video,1217.160021794829,0.5486462607233534,1.2,mm1
topology_409_t11,409,11,22.0,0.7301442841485013,0,1.0,video,1063.4275876258616,0.49714239907084684,1.2,mm1
