snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_163_t00,163,0,0.0,0.7,0,1.0,video,1230.69120573629,0.11722182691064809,1.2,mm1
topology_163_t01,163,1,2.0,0.7301442841485013,0,1.0,bulk,1575.8720480088853,0.14007695559242844,1.2,mm1
topology_163_t02,163,2,4.0,0.8125,0,1.0,web,684.9087720632633,0.07980224002372252,1.2,mm1
topology_163_t03,163,3,6.0,0.9249999999999999,0,1.0,web,788.3625706098774,0.08936384080562497,1.2,mm1
topology_163_t04,163,4,8.0,1.0374999999999999,0,1.0,web,895.0795300682523,0.09664398729937677,1.2,mm1
topology_163_t05,163,5,10.0,1.1198557158514988,0,1.0,web,940.8917564865108,0.09868480208861238,1.2,mm1
topology_163_t06,163,6,12.0,1.15,0,1.0,video,2031.770634503895,0.16648358347825562,1.2,mm1
topology_163_t07,163,7,14.0,1.1198557158514988,0,1.0,web,949.1831158064482,0.10105336494748031,1.2,mm1
topology_163_t08,163,8,16.0,1.0375,0,1.0,web,895.7297079358422,0.09667243330339668,1.2,mm1
topology_163_t09,163,9,18.0,0.925,0,1.0,web,829.318780986078,0.09109824843180085,1.2,mm1
topology_163_t10,163,10,20.0,0.8124999999999999,0,1.0,web,698.1781333900443,0.08184347806435627,1.2,mm1
topology_163_t11,163,11,22.0,0.7301442841485013,0,1.0,web,639.5651014167556,0.07838830484447022,1.2,mm1
