snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_001_t00,1,0,0.0,0.7,0,1.0,web,3345.7074166444822,0.05445713853193502,1.2,mm1
topology_001_t01,1,1,2.0,0.7301442841485013,0,1.0,web,3505.213998523864,0.05703269526775389,1.2,mm1
topology_001_t02,1,2,4.0,0.8125,0,1.0,web,3918.275022883564,0.06234452541237839,1.2,mm1
topology_001_t03,1,3,6.0,0.9249999999999999,0,1.0,web,4398.883290699669,0.06840179210405122,1.2,mm1
topology_001_t04,1,4,8.0,1.0374999999999999,0,1.0,web,4994.788776455738,0.07522145614923176,1.2,mm1
topology_001_t05,1,5,10.0,1.1198557158514988,0,1.0,bulk,13407.800382872494,0.15693498816765877,1.2,mm1
topology_001_t06,1,6,12.0,1.15,0,1.0,web,5392.700310156928,0.07985958971110643,1.2,mm1
topology_001_t07,1,7,14.0,1.1198557158514988,0,1.0,web,5360.529977828123,0.07975654142302034,1.2,mm1
topology_001_t08,1,8,16.0,1.0375,0,1.0,bulk,12342.81222391974,0.14845431852703622,1.2,mm1
topology_001_t09,1,9,18.0,0.925,0,1.0,bulk,11094.793999763076,0.13955773836089255,1.2,mm1
topology_001_t10,1,10,20.0,0.8124999999999999,0,1.0,web,3848.5748212135404,0.06099604806212486,1.2,mm1
topology_001_t11,1,11,22.0,0.7301442841485013,0,1.0,video,6952.340814985283,0.09710235321491592,1.2,mm1
topology_002_t00,2,0,0.0,0.7,1,2.389960534698334,bulk,8004.5963809367895,0.5879186610537572,1.2,mm1
topology_002_t01,2,1,2.0,0.7301442841485013,0,1.0,bulk,3376.3472401144063,0.33322481024881506,1.2,mm1
topology_002_t02,2,2,4.0,0.8125,0,1.0,video,3146.052120957995,0.3166706897387421,1.2,mm1
topology_002_t03,2,3,6.0,0.9249999999999999,0,1.0,web,1782.96760245587,0.21477164594736278,1.2,mm1
topology_002_t04,2,4,8.0,1.0374999999999999,0,1.0,bulk,4997.664072789492,0.4364598633412612,1.2,mm1
topology_002_t05,2,5,10.0,1.1198557158514988,0,1.0,bulk,5123.081125113919,0.44899117574290576,1.2,mm1
topology_002_t06,2,6,12.0,1.15,1,2.1247458145251326,video,9412.414918196584,0.6382308381533388,1.2,mm1
topology_002_t07,2,7,14.0,1.1198557158514988,0,1.0,web,2178.1717263998075,0.24392307129544002,1.2,mm1
topology_002_t08,2,8,16.0,1.0375,0,1.0,web,2023.8882885784521,0.23129457810889867,1.2,mm1
topology_002_t09,2,9,18.0,0.925,0,1.0,web,1785.594639714091,0.2145205741740894,1.2,mm1
topology_002_t10,2,10,20.0,0.8124999999999999,0,1.0,video,3134.4940466971016,0.3159757869840671,1.2,mm1
topology_002_t11,2,11,22.0,0.7301442841485013,1,2.59298590982257,web,3641.153120155536,0.3490448796642442,1.2,mm1
topology_003_t00,3,0,0.0,0.7,0,1.0,web,1910.0819610390427,0.18065165012912535,1.2,mm1
topology_003_t01,3,1,2.0,0.7301442841485013,0,1.0,bulk,5040.3585844542395,0.3349893674764993,1.2,mm1
topology_003_t02,3,2,4.0,0.8125,0,1.0,web,2180.9412630632723,0.19600554038082169,1.2,mm1
topology_003_t03,3,3,6.0,0.9249999999999999,0,1.0,web,2481.101637023258,0.21332764012751915,1.2,mm1
topology_003_t04,3,4,8.0,1.0374999999999999,0,1.0,web,2845.700658722714,0.23182212563806967,1.2,mm1
topology_003_t05,3,5,10.0,1.1198557158514988,0,1.0,web,2948.3146614952257,0.23724574459908726,1.2,mm1
topology_003_t06,3,6,12.0,1.15,0,1.0,web,3075.5759800300975,0.244701140404577,1.2,mm1
topology_003_t07,3,7,14.0,1.1198557158514988,0,1.0,web,3038.0980084207276,0.24300291918015743,1.2,mm1
topology_003_t08,3,8,16.0,1.0375,0,1.0,web,2825.5657553330702,0.2315875191532888,1.2,mm1
topology_003_t09,3,9,18.0,0.925,0,1.0,web,2460.3296853466854,0.21346274890497643,1.2,mm1
topology_003_t10,3,10,20.0,0.8124999999999999,0,1.0,web,2159.5160827566306,0.1952771522402774,1.2,mm1
topology_003_t11,3,11,22.0,0.7301442841485013,0,1.0,web,1983.4142655326425,0.18645866112670464,1.2,mm1
topology_004_t00,4,0,0.0,0.7,0,1.0,web,2305.8779465243206,0.1174086589532667,1.2,mm1
topology_004_t01,4,1,2.0,0.7301442841485013,0,1.0,web,2391.003465978969,0.12099815729347284,1.2,mm1
topology_004_t02,4,2,4.0,0.8125,0,1.0,bulk,6648.24189825584,0.25409564276456004,1.2,mm1
topology_004_t03,4,3,6.0,0.9249999999999999,0,1.0,web,3033.6748651455014,0.14504557667452392,1.2,mm1
topology_004_t04,4,4,8.0,1.0374999999999999,0,1.0,web,3495.4378735631367,0.15929799544820641,1.2,mm1
topology_004_t05,4,5,10.0,1.1198557158514988,0,1.0,video,7382.134529941722,0.27332605193266923,1.2,mm1
topology_004_t06,4,6,12.0,1.15,0,1.0,web,3781.317365083809,0.16865899344980304,1.2,mm1
topology_004_t07,4,7,14.0,1.1198557158514988,0,1.0,video,7429.011045294139,0.2753648722721281,1.2,mm1
topology_004_t08,4,8,16.0,1.0375,0,1.0,web,3388.8124073623812,0.15588918329890813,1.2,mm1
topology_004_t09,4,9,18.0,0.925,0,1.0,web,3041.755039029028,0.14464863737052283,1.2,mm1
topology_004_t10,4,10,20.0,0.8124999999999999,1,2.685601750911263,web,7215.339661287777,0.268486700176021,1.2,mm1
topology_004_t11,4,11,22.0,0.7301442841485013,0,1.0,web,2359.241106347326,0.12014306603014736,1.2,mm1
topology_005_t00,5,0,0.0,0.7,0,1.0,bulk,2599.004121501905,0.14014385476147356,1.2,mm1
topology_005_t01,5,1,2.0,0.7301442841485013,0,1.0,web,1011.9553195917032,0.06679247460265642,1.2,mm1
topology_005_t02,5,2,4.0,0.8125,0,1.0,web,1150.808898418231,0.07360847750688429,1.2,mm1
topology_005_t03,5,3,6.0,0.9249999999999999,0,1.0,video,2613.8868460314466,0.14041945155781285,1.2,mm1
topology_005_t04,5,4,8.0,1.0374999999999999,0,1.0,web,1488.2194820272125,0.087853026589726,1.2,mm1
topology_005_t05,5,5,10.0,1.1198557158514988,0,1.0,bulk,3877.6065021002723,0.20037262594547128,1.2,mm1
topology_005_t06,5,6,12.0,1.15,0,1.0,bulk,4062.200592261048,0.20187638408208966,1.2,mm1
topology_005_t07,5,7,14.0,1.1198557158514988,0,1.0,web,1622.9550612312273,0.09560864265763669,1.2,mm1
topology_005_t08,5,8,16.0,1.0375,0,1.0,web,1483.8968312261318,0.08853293911605137,1.2,mm1
topology_005_t09,5,9,18.0,0.925,0,1.0,video,2607.9553256356185,0.13999998032488203,1.2,mm1
topology_005_t10,5,10,20.0,0.8124999999999999,0,1.0,bulk,2692.5997795899357,0.1421016152279593,1.2,mm1
topology_005_t11,5,11,22.0,0.7301442841485013,0,1.0,web,1040.80055683223,0.06849005594412713,1.2,mm1
topology_006_t00,6,0,0.0,0.7,0,1.0,video,8435.601793426142,0.32398580475603134,1.2,mm1
topology_006_t01,6,1,2.0,0.7301442841485013,0,1.0,web,4405.24240862015,0.2188350639641094,1.2,mm1
topology_006_t02,6,2,4.0,0.8125,0,1.0,video,9773.261898321181,0.35253926522609463,1.2,mm1
topology_006_t03,6,3,6.0,0.9249999999999999,1,3.1133287802775054,bulk,43531.97901277538,0.6751677663269213,1.2,mm1
topology_006_t04,6,4,8.0,1.0374999999999999,0,1.0,web,6328.819784293142,0.2720312406067384,1.2,mm1
topology_006_t05,6,5,10.0,1.1198557158514988,0,1.0,web,6794.718406249898,0.2849572375663995,1.2,mm1
topology_006_t06,6,6,12.0,1.15,0,1.0,bulk,17594.56846360884,0.48207240152623065,1.2,mm1
topology_006_t07,6,7,14.0,1.1198557158514988,0,1.0,web,6745.218125366038,0.28352200642337544,1.2,mm1
topology_006_t08,6,8,16.0,1.0375,0,1.0,web,6283.428448695311,0.2720590228715222,1.2,mm1
topology_006_t09,6,9,18.0,0.925,0,1.0,video,11029.576664542814,0.3777034256522152,1.2,mm1
topology_006_t10,6,10,20.0,0.8124999999999999,0,1.0,web,4956.3294830685645,0.2368458863328837,1.2,mm1
topology_006_t11,6,11,22.0,0.7301442841485013,0,1.0,bulk,10882.345134132516,0.37680706655700447,1.2,mm1
topology_007_t00,7,0,0.0,0.7,1,2.504631268797498,web,7929.387791513003,0.36156320172365186,1.2,mm1
topology_007_t01,7,1,2.0,0.7301442841485013,0,1.0,web,3346.6658687669837,0.2073900474666578,1.2,mm1
topology_007_t02,7,2,4.0,0.8125,0,1.0,web,3733.8310695201776,0.22327324386706882,1.2,mm1
topology_007_t03,7,3,6.0,0.9249999999999999,0,1.0,web,4250.893816125939,0.24409152949820806,1.2,mm1
topology_007_t04,7,4,8.0,1.0374999999999999,0,1.0,bulk,11707.283623331983,0.456171193910171,1.2,mm1
topology_007_t05,7,5,10.0,1.1198557158514988,0,1.0,web,5077.707200237747,0.27299383787597203,1.2,mm1
topology_007_t06,7,6,12.0,1.15,0,1.0,web,5224.718432971873,0.279751958859141,1.2,mm1
topology_007_t07,7,7,14.0,1.1198557158514988,0,1.0,bulk,12485.362711529477,0.4759058950070309,1.2,mm1
topology_007_t08,7,8,16.0,1.0375,1,1.8373185388093205,bulk,21435.268397498796,0.6302007041596984,1.2,mm1
topology_007_t09,7,9,18.0,0.925,0,1.0,web,4161.911362238272,0.2415892610967839,1.2,mm1
topology_007_t10,7,10,20.0,0.8124999999999999,0,1.0,web,3727.0885523139755,0.2228562822043328,1.2,mm1
topology_007_t11,7,11,22.0,0.7301442841485013,0,1.0,web,3290.495743147657,0.20308099558265946,1.2,mm1
topology_008_t00,8,0,0.0,0.7,0,1.0,video,3303.0096374801683,0.27795854286338306,1.2,mm1
topology_008_t01,8,1,2.0,0.7301442841485013,0,1.0,web,1751.4168317424796,0.1997033237851312,1.2,mm1
topology_008_t02,8,2,4.0,0.8125,0,1.0,bulk,4961.652590932634,0.351373043397199,1.2,mm1
topology_008_t03,8,3,6.0,0.9249999999999999,0,1.0,web,2191.7276930612184,0.2263323734616147,1.2,mm1
topology_008_t04,8,4,8.0,1.0374999999999999,0,1.0,web,2482.198263287869,0.24096436280493572,1.2,mm1
topology_008_t05,8,5,10.0,1.1198557158514988,0,1.0,web,2651.1389226806045,0.24988805951135157,1.2,mm1
topology_008_t06,8,6,12.0,1.15,0,1.0,web,2717.9351616355007,0.25223831008989356,1.2,mm1
topology_008_t07,8,7,14.0,1.1198557158514988,0,1.0,web,2583.2213115395257,0.24690445620569507,1.2,mm1
topology_008_t08,8,8,16.0,1.0375,0,1.0,bulk,6023.670838833103,0.3895830537946527,1.2,mm1
topology_008_t09,8,9,18.0,0.925,0,1.0,bulk,5316.73929494064,0.3678497625577297,1.2,mm1
topology_008_t10,8,10,20.0,0.8124999999999999,1,1.9559412550073396,bulk,9204.916073969698,0.5026289995061958,1.2,mm1
topology_008_t11,8,11,22.0,0.7301442841485013,0,1.0,bulk,4267.411131782369,0.32505047255531816,1.2,mm1
topology_009_t00,9,0,0.0,0.7,0,1.0,bulk,175.01131046397595,0.2637907249997534,0.8677549528708366,mm1
topology_009_t01,9,1,2.0,0.7301442841485013,0,1.0,web,74.58097162632123,0.10944819601742947,0.4498904254548017,mm1
topology_009_t02,9,2,4.0,0.8125,0,1.0,bulk,168.06073502801868,0.22024474467239377,0.7646424810525126,mm1
topology_009_t03,9,3,6.0,0.9249999999999999,0,1.0,web,95.79846046260627,0.14109733548387862,0.5566267653459567,mm1
topology_009_t04,9,4,8.0,1.0374999999999999,0,1.0,web,99.4077540949164,0.14651207741098082,0.5049983296989362,mm1
topology_009_t05,9,5,10.0,1.1198557158514988,0,1.0,bulk,278.74087162102376,0.36727693331781125,1.2,mm1
topology_009_t06,9,6,12.0,1.15,0,1.0,web,112.60097912606017,0.16075743595805847,0.5490334685180207,mm1
topology_009_t07,9,7,14.0,1.1198557158514988,0,1.0,web,102.41898357061402,0.14687515451985514,0.5189249965324002,mm1
topology_009_t08,9,8,16.0,1.0375,0,1.0,web,98.70231365154461,0.14303765508101438,0.5420670217198944,mm1
topology_009_t09,9,9,18.0,0.925,0,1.0,web,80.53356962167496,0.1222319308913449,0.5181772880743474,mm1
topology_009_t10,9,10,20.0,0.8124999999999999,0,1.0,video,149.14092693461052,0.21351390234832077,0.7842255516325628,mm1
topology_009_t11,9,11,22.0,0.7301442841485013,0,1.0,web,73.0628611836396,0.10063451143025869,0.3217785355398354,mm1
topology_010_t00,10,0,0.0,0.7,0,1.0,web,4736.354399458149,0.09109385731099555,1.2,mm1
topology_010_t01,10,1,2.0,0.7301442841485013,0,1.0,video,9822.545327516369,0.17341862578195688,1.2,mm1
topology_010_t02,10,2,4.0,0.8125,0,1.0,web,5452.992712606333,0.10323175733033658,1.2,mm1
topology_010_t03,10,3,6.0,0.9249999999999999,0,1.0,web,6273.715245944952,0.11686465544896735,1.2,mm1
topology_010_t04,10,4,8.0,1.0374999999999999,0,1.0,bulk,17314.033081533897,0.2777150925082486,1.2,mm1
topology_010_t05,10,5,10.0,1.1198557158514988,0,1.0,video,15007.796654920563,0.2461356128574407,1.2,mm1
topology_010_t06,10,6,12.0,1.15,0,1.0,web,7774.279124127446,0.14187576081075867,1.2,mm1
topology_010_t07,10,7,14.0,1.1198557158514988,0,1.0,video,15171.179897973856,0.24761080275858627,1.2,mm1
topology_010_t08,10,8,16.0,1.0375,0,1.0,web,7020.6632731036025,0.12988281950767275,1.2,mm1
topology_010_t09,10,9,18.0,0.925,0,1.0,web,6192.483176809434,0.11568889530498233,1.2,mm1
topology_010_t10,10,10,20.0,0.8124999999999999,0,1.0,bulk,13776.378518162683,0.23044855795071154,1.2,mm1
topology_010_t11,10,11,22.0,0.7301442841485013,0,1.0,bulk,12253.581226407496,0.20821015969414217,1.2,mm1
topology_011_t00,11,0,0.0,0.7,0,1.0,bulk,965.0616900150544,0.17532503093880852,1.2,mm1
topology_011_t01,11,1,2.0,0.7301442841485013,0,1.0,web,405.12745003762035,0.09323721963035135,1.2,mm1
topology_011_t02,11,2,4.0,0.8125,0,1.0,video,881.0233735717873,0.16768405950572376,1.2,mm1
topology_011_t03,11,3,6.0,0.9249999999999999,0,1.0,web,486.4093140076617,0.11158649087883608,1.2,mm1
topology_011_t04,11,4,8.0,1.0374999999999999,0,1.0,web,598.9277746286373,0.12924617973624153,1.2,mm1
topology_011_t05,11,5,10.0,1.1198557158514988,0,1.0,bulk,1547.8003959840953,0.22242810596270995,1.2,mm1
topology_011_t06,11,6,12.0,1.15,0,1.0,bulk,1525.6967978955324,0.23175302025869904,1.2,mm1
topology_011_t07,11,7,14.0,1.1198557158514988,0,1.0,video,1233.5534890181957,0.1996430777293131,1.2,mm1
topology_011_t08,11,8,16.0,1.0375,0,1.0,bulk,1460.0631433434849,0.21242904171542526,1.2,mm1
topology_011_t09,11,9,18.0,0.925,0,1.0,video,1010.1742565093855,0.18188202038434725,1.2,mm1
topology_011_t10,11,10,20.0,0.8124999999999999,0,1.0,web,454.0563357333767,0.10176217885418173,1.2,mm1
topology_011_t11,11,11,22.0,0.7301442841485013,0,1.0,bulk,994.7014590096156,0.17833359382523586,1.2,mm1
topology_012_t00,12,0,0.0,0.7,0,1.0,web,2120.2668165555942,0.22843746436700432,1.2,mm1
topology_012_t01,12,1,2.0,0.7301442841485013,0,1.0,video,4458.504789784984,0.3531219448268261,1.2,mm1
topology_012_t02,12,2,4.0,0.8125,0,1.0,bulk,6375.691431962363,0.43356932283185634,1.2,mm1
topology_012_t03,12,3,6.0,0.9249999999999999,1,1.8166673349639069,web,5293.988383953263,0.38952387098045105,1.2,mm1
topology_012_t04,12,4,8.0,1.0374999999999999,0,1.0,web,3170.36772111409,0.28872697092327737,1.2,mm1
topology_012_t05,12,5,10.0,1.1198557158514988,0,1.0,bulk,8747.646000235056,0.5237717399668924,1.2,mm1
topology_012_t06,12,6,12.0,1.15,0,1.0,bulk,9037.302608346065,0.5322586281888424,1.2,mm1
topology_012_t07,12,7,14.0,1.1198557158514988,0,1.0,web,3464.7982075345717,0.3067843686401899,1.2,mm1
topology_012_t08,12,8,16.0,1.0375,0,1.0,video,6335.702520803598,0.43813057800409505,1.2,mm1
topology_012_t09,12,9,18.0,0.925,0,1.0,video,5591.615381204509,0.4037061018590453,1.2,mm1
topology_012_t10,12,10,20.0,0.8124999999999999,0,1.0,video,4955.832864498058,0.3760509349092026,1.2,mm1
topology_012_t11,12,11,22.0,0.7301442841485013,0,1.0,bulk,5441.863794580869,0.4003852641964715,1.2,mm1
topology_013_t00,13,0,0.0,0.7,0,1.0,bulk,1872.9336636016642,0.27836794323905883,1.2,mm1
topology_013_t01,13,1,2.0,0.7301442841485013,1,2.5889096013359176,web,2081.800722735252,0.29214958257853374,1.2,mm1
