snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_305_t00,305,0,0.0,0.7,0,1.0,web,726.0134499254315,0.24268257829245654,1.2,mm1
topology_305_t01,305,1,2.0,0.7301442841485013,0,1.0,bulk,2008.946898445698,0.4389794018498277,1.2,mm1
topology_305_t02,305,2,4.0,0.8125,0,1.0,web,854.0689544326638,0.2667147531313795,1.2,mm1
topology_305_t03,305,3,6.0,0.9249999999999999,0,1.0,web,994.6741140845184,0.29652960577404597,1.2,mm1
topology_305_t04,305,4,8.0,1.0374999999999999,0,1.0,web,1139.678463925567,0.3134767042830454,1.2,mm1
topology_305_t05,305,5,10.0,1.1198557158514988,0,1.0,web,1209.478861676596,0.326626895291272,1.2,mm1
topology_305_t06,305,6,12.0,1.15,0,1.0,video,2482.960332617184,0.5041692244582996,1.2,mm1
topology_305_t07,305,7,14.0,1.1198557158514988,0,1.0,web,1266.4657223109712,0.3346211833349417,1.2,mm1
topology_305_t08,305,8,16.0,1.0375,0,1.0,bulk,2874.65228371011,0.5336908460854626,1.2,mm1
topology_305_t09,305,9,18.0,0.925,1,2.7218144486840945,video,5500.012176740862,0.7365817583081267,1.2,mm1
topology_305_t10,305,10,20.0,0.8124999999999999,0,1.0,video,1723.389993766829,0.40722512106354053,1.2,mm1
topology_305_t11,305,11,22.0,0.7301442841485013,0,1.0,bulk,2005.1624098295883,0.44582741970473716,1.2,mm1
