snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_116_t00,116,0,0.0,0.7,0,1.0,video,1730.854296051381,0.2796906752959867,1.2,mm1
topology_116_t01,116,1,2.0,0.7301442841485013,0,1.0,web,893.046093038561,0.19273839320771619,1.2,mm1
topology_116_t02,116,2,4.0,0.8125,0,1.0,web,985.3702808081514,0.2040226906330838,1.2,mm1
topology_116_t03,116,3,6.0,0.9249999999999999,0,1.0,web,1116.2066438208817,0.21495879380037688,1.2,mm1
topology_116_t04,116,4,8.0,1.0374999999999999,0,1.0,bulk,3064.4883643987005,0.388318987237072,1.2,mm1
topology_116_t05,116,5,10.0,1.1198557158514988,0,1.0,web,1384.623474917452,0.24530902734160154,1.2,mm1
topology_116_t06,116,6,12.0,1.15,0,1.0,bulk,3335.936250065457,0.416011881847678,1.2,mm1
topology_116_t07,116,7,14.0,1.1198557158514988,0,1.0,web,1358.3297994677787,0.2430698309728701,1.2,mm1
topology_116_t08,116,8,16.0,1.0375,0,1.0,web,1252.1470060265333,0.23175256237376007,1.2,mm1
topology_116_t09,116,9,18.0,0.925,1,3.017003069168612,video,6826.798723701167,0.6146054923513562,1.2,mm1
topology_116_t10,116,10,20.0,0.8124999999999999,0,1.0,video,1989.5803557906502,0.30417567690244723,1.2,mm1
topology_116_t11,116,11,22.0,0.7301442841485013,0,1.0,web,898.6082987767589,0.1914427116275928,1.2,mm1
