snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_179_t00,179,0,0.0,0.7,0,1.0,web,2582.345368776423,0.1325532439719042,1.2,mm1
topology_179_t01,179,1,2.0,0.7301442841485013,0,1.0,video,5358.463834418277,0.21006096094719054,1.2,mm1
topology_179_t02,179,2,4.0,0.8125,0,1.0,bulk,7199.960598928099,0.24932353963647047,1.2,mm1
topology_179_t03,179,3,6.0,0.9249999999999999,0,1.0,web,3398.332763578323,0.15696347782983258,1.2,mm1
topology_179_t04,179,4,8.0,1.0374999999999999,0,1.0,web,3851.2266711062452,0.1713496391215137,1.2,mm1
topology_179_t05,179,5,10.0,1.1198557158514988,0,1.0,bulk,10001.764307472684,0.3067619989662422,1.2,mm1
topology_179_t06,179,6,12.0,1.15,0,1.0,video,8364.962934586332,0.2749656576521271,1.2,mm1
topology_179_t07,179,7,14.0,1.1198557158514988,0,1.0,web,4093.7516511817194,0.17646090762186253,1.2,mm1
topology_179_t08,179,8,16.0,1.0375,0,1.0,web,3785.708365615368,0.1686440924458818,1.2,mm1
topology_179_t09,179,9,18.0,0.925,0,1.0,video,6844.072932697256,0.24317631702506784,1.2,mm1
topology_179_t10,179,10,20.0,0.8124999999999999,0,1.0,bulk,7423.871979604697,0.2552827260388528,1.2,mm1
topology_179_t11,179,11,22.0,0.7301442841485013,0,1.0,video,5341.198474205708,0.20956643103914224,1.2,mm1
