snapshot_id,topology_id,timestep,source,target,demand_mbps,path_hops,e2e_latency_ms,path_bottleneck_count
topology_021_t00,21,0,0,1,1.5325314976673527,1,3.767072823861393,0
topology_021_t00,21,0,0,2,1.1092458803890946,1,4.501325542780334,0
topology_021_t00,21,0,0,3,0.5053526139156649,1,3.499147907665286,0
topology_021_t00,21,0,0,4,0.6036636375391923,1,2.359423481194492,0
topology_021_t00,21,0,0,5,3.14872294252723,2,17.895348486385892,0
topology_021_t00,21,0,0,6,1.1111128993666421,3,24.39947118591526,0
topology_021_t00,21,0,0,7,2.0672012597798735,3,20.448475087011364,0
topology_021_t00,21,0,0,8,1.6443441310532285,3,23.221258215949746,0
topology_021_t00,21,0,0,9,2.5132082533821105,4,50.35815547001399,1
topology_021_t00,21,0,0,10,1.1272600434267999,2,47.5365174031421,1
topology_021_t00,21,0,0,11,0.5791198825664936,3,54.28436862965769,1
topology_021_t00,21,0,0,12,2.7806510080579145,3,48.71776397094261,1
topology_021_t00,21,0,0,13,1.9453341668419124,4,51.11434915260519,1
topology_021_t00,21,0,0,14,2.663250895810068,3,49.687913694313565,1
topology_021_t00,21,0,0,15,1.7193368805107514,4,51.06981484398774,1
topology_021_t00,21,0,0,16,1.047357256833404,6,95.81598138110475,2
topology_021_t00,21,0,0,17,1.4554727128794573,5,93.06596961330172,2
topology_021_t00,21,0,0,18,0.47841216503598355,6,95.9416419308848,2
topology_021_t00,21,0,0,19,0.5148879719421942,6,95.8976485508552,2
topology_021_t00,21,0,0,20,1.396220508506287,6,99.90069216148741,2
topology_021_t00,21,0,0,21,1.1314661695241444,5,56.52650197913215,1
topology_021_t00,21,0,0,22,3.1264209014572697,8,140.4923228299936,3
topology_021_t00,21,0,0,23,1.0499880394426306,7,138.10862278853924,3
topology_021_t00,21,0,0,24,1.832275957824679,9,146.36175733067276,3
topology_021_t00,21,0,0,25,1.2642432986365877,8,140.71900454600933,3
topology_021_t00,21,0,0,26,3.438971947252093,9,145.06400218565273,3
topology_021_t00,21,0,1,0,0.4473474186598413,1,3.767072823861393,0
topology_021_t00,21,0,1,2,0.32934076829581765,2,8.268398366641726,0
topology_021_t00,21,0,1,3,0.871332387121679,2,7.266220731526679,0
topology_021_t00,21,0,1,4,0.5315805318974777,2,6.126496305055885,0
topology_021_t00,21,0,1,5,1.731048227982552,3,21.662421310247282,0
topology_021_t00,21,0,1,6,1.419372465640705,3,95.37390594804623,2
topology_021_t00,21,0,1,7,4.447059131235439,4,24.215547910872754,0
topology_021_t00,21,0,1,8,0.5936905434351674,4,26.988331039811136,0
topology_021_t00,21,0,1,9,1.9155767798370065,3,46.5910826461526,1
topology_021_t00,21,0,1,10,0.743486029511775,1,43.76944457928071,1
topology_021_t00,21,0,1,11,0.5483914836231466,2,50.5172958057963,1
topology_021_t00,21,0,1,12,0.7265264481756027,2,44.95069114708122,1
topology_021_t00,21,0,1,13,0.2674944577199345,3,47.3472763287438,1
topology_021_t00,21,0,1,14,2.482815679785678,2,45.920840870452174,1
topology_021_t00,21,0,1,15,0.7454119263857414,3,47.302742020126345,1
topology_021_t00,21,0,1,16,0.5249745181376962,5,92.04890855724334,2
topology_021_t00,21,0,1,17,1.8805860863145785,4,89.2988967894403,2
topology_021_t00,21,0,1,18,1.6913156772075408,5,92.17456910702339,2
topology_021_t00,21,0,1,19,1.189903236578528,5,92.13057572699378,2
topology_021_t00,21,0,1,20,1.196165395395859,5,96.133619337626,2
topology_021_t00,21,0,1,21,1.3369948829958798,4,52.75942915527075,1
topology_021_t00,21,0,1,22,1.1617274935310633,7,136.7252500061322,3
topology_021_t00,21,0,1,23,1.463831875956829,6,134.34154996467782,3
topology_021_t00,21,0,1,24,1.7227837547963725,8,142.59468450681135,3
topology_021_t00,21,0,1,25,1.0747006507589405,7,136.95193172214792,3
topology_021_t00,21,0,1,26,0.195942554648585,8,141.2969293617913,3
topology_021_t00,21,0,2,0,0.5028549256067848,1,4.501325542780334,0
topology_021_t00,21,0,2,1,2.513562876809353,2,8.268398366641726,0
topology_021_t00,21,0,2,3,0.34903221552193325,2,8.00047345044562,0
topology_021_t00,21,0,2,4,0.9838584239830118,2,6.860749023974826,0
topology_021_t00,21,0,2,5,0.5074975803953656,3,22.396674029166224,0
topology_021_t00,21,0,2,6,5.058345009955916,4,28.900796728695592,0
topology_021_t00,21,0,2,7,0.6301938987138292,4,24.949800629791696,0
topology_021_t00,21,0,2,8,0.7332376885999294,4,27.72258375873008,0
topology_021_t00,21,0,2,9,2.508692517535784,5,54.859481012794326,1
topology_021_t00,21,0,2,10,0.6522652128129371,3,52.037842945922435,1
topology_021_t00,21,0,2,11,1.1872754231864804,4,58.78569417243803,1
topology_021_t00,21,0,2,12,0.6186593503010442,4,53.21908951372295,1
topology_021_t00,21,0,2,13,0.26629004229855063,5,55.61567469538553,1
topology_021_t00,21,0,2,14,1.1018309955201477,4,54.1892392370939,1
topology_021_t00,21,0,2,15,3.754402764542367,5,55.57114038676808,1
topology_021_t00,21,0,2,16,0.9932103395391574,7,100.31730692388508,2
topology_021_t00,21,0,2,17,1.1285113314779192,6,97.56729515608205,2
topology_021_t00,21,0,2,18,3.1537849225796224,7,100.44296747366514,2
topology_021_t00,21,0,2,19,0.33673596143076656,7,100.39897409363553,2
topology_021_t00,21,0,2,20,1.3853633139084378,7,104.40201770426775,2
topology_021_t00,21,0,2,21,0.9515084083938049,6,61.027827521912485,1
