snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_278_t00,278,0,0.0,0.7,0,1.0,web,1164.5400246362658,0.309501828282372,1.2,mm1
topology_278_t01,278,1,2.0,0.7301442841485013,0,1.0,video,2390.4547178062285,0.4234774671732213,1.2,mm1
topology_278_t02,278,2,4.0,0.8125,1,2.71526773835258,web,3681.4113301601906,0.5214214411212226,1.2,mm1
topology_278_t03,278,3,6.0,0.9249999999999999,0,1.0,web,1571.5582049425873,0.3511571824595592,1.2,mm1
topology_278_t04,278,4,8.0,1.0374999999999999,0,1.0,web,1709.6677780931138,0.363514084594498,1.2,mm1
topology_278_t05,278,5,10.0,1.1198557158514988,0,1.0,video,3730.0108817229584,0.5229873509504128,1.2,mm1
topology_278_t06,278,6,12.0,1.15,0,1.0,web,1869.847841040803,0.3789675977674459,1.2,mm1
topology_278_t07,278,7,14.0,1.1198557158514988,0,1.0,video,3741.8008885360905,0.5243415507640641,1.2,mm1
topology_278_t08,278,8,16.0,1.0375,0,1.0,web,1703.2505385065656,0.3631018531349402,1.2,mm1
topology_278_t09,278,9,18.0,0.925,0,1.0,video,3088.8858735557105,0.4815618241973359,1.2,mm1
topology_278_t10,278,10,20.0,0.8124999999999999,0,1.0,web,1343.556808950556,0.32398037176996203,1.2,mm1
topology_278_t11,278,11,22.0,0.7301442841485013,0,1.0,web,1243.5040167001112,0.3145513866565682,1.2,mm1
