snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_464_t00,464,0,0.0,0.7,0,1.0,video,2077.4066645663943,0.5668629115501306,1.2,mm1
topology_464_t01,464,1,2.0,0.7301442841485013,0,1.0,web,1080.263949418767,0.4011671341791327,1.2,mm1
topology_464_t02,464,2,4.0,0.8125,0,1.0,bulk,3083.5864897995434,0.6939031250838897,1.2,mm1
topology_464_t03,464,3,6.0,0.9249999999999999,0,1.0,web,1377.4891138243527,0.45104179482469486,1.2,mm1
topology_464_t04,464,4,8.0,1.0374999999999999,0,1.0,web,1527.1491256023792,0.47509380174005567,1.2,mm1
topology_464_t05,464,5,10.0,1.1198557158514988,1,3.1348778229026717,web,5248.151158622706,0.8832712010718181,1.2,mm1
topology_464_t06,464,6,12.0,1.15,0,1.0,web,1693.3359651005444,0.502153339898759,1.2,mm1
topology_464_t07,464,7,14.0,1.1198557158514988,0,1.0,web,1634.8895261657676,0.49420267821447755,1.2,mm1
topology_464_t08,464,8,16.0,1.0375,0,1.0,video,3084.271789564029,0.7039985013201929,1.2,mm1
topology_464_t09,464,9,18.0,0.925,0,1.0,web,1362.8807951979582,0.4482719722470967,1.2,mm1
topology_464_t10,464,10,20.0,0.8124999999999999,0,1.0,bulk,2995.5471949058146,0.6893356348180036,1.2,mm1
topology_464_t11,464,11,22.0,0.7301442841485013,1,2.5877150956798505,web,2790.5244507953,0.6659819407136214,1.2,mm1
