snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_155_t00,155,0,0.0,0.7,0,1.0,web,5455.071664398024,0.1726726047134467,1.2,mm1
topology_155_t01,155,1,2.0,0.7301442841485013,0,1.0,web,5648.053292427829,0.17698996892511615,1.2,mm1
topology_155_t02,155,2,4.0,0.8125,1,2.654676349333516,web,16718.873397345174,0.3581808366315485,1.2,mm1
topology_155_t03,155,3,6.0,0.9249999999999999,0,1.0,web,7092.760404223278,0.20736922658100806,1.2,mm1
topology_155_t04,155,4,8.0,1.0374999999999999,0,1.0,web,8139.934175626632,0.22530766294558066,1.2,mm1
topology_155_t05,155,5,10.0,1.1198557158514988,0,1.0,web,8587.686610022496,0.23312120362961142,1.2,mm1
topology_155_t06,155,6,12.0,1.15,0,1.0,web,9006.769567289077,0.24140554916582194,1.2,mm1
topology_155_t07,155,7,14.0,1.1198557158514988,0,1.0,web,8682.151445068845,0.23436133243242827,1.2,mm1
topology_155_t08,155,8,16.0,1.0375,0,1.0,web,8070.486144921277,0.22512533722719114,1.2,mm1
topology_155_t09,155,9,18.0,0.925,0,1.0,web,7243.748574837918,0.2098993910705989,1.2,mm1
topology_155_t10,155,10,20.0,0.8124999999999999,0,1.0,web,6366.031738999396,0.19254271613105708,1.2,mm1
topology_155_t11,155,11,22.0,0.7301442841485013,0,1.0,web,5685.055081479402,0.17900648481286266,1.2,mm1
