snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_415_t00,415,0,0.0,0.7,0,1.0,web,304.2237630287673,0.16263029314260546,1.2,mm1
topology_415_t01,415,1,2.0,0.7301442841485013,0,1.0,video,634.326851496746,0.2862990291408892,1.2,mm1
topology_415_t02,415,2,4.0,0.8125,0,1.0,web,362.04053864716786,0.186646359898352,1.2,mm1
topology_415_t03,415,3,6.0,0.9249999999999999,0,1.0,web,411.05471927742053,0.2068168900029904,1.2,mm1
topology_415_t04,415,4,8.0,1.0374999999999999,0,1.0,bulk,1177.0882968480562,0.4322488385476358,1.2,mm1
topology_415_t05,415,5,10.0,1.1198557158514988,0,1.0,bulk,1224.9901611039618,0.44743312321442896,1.2,mm1
topology_415_t06,415,6,12.0,1.15,0,1.0,web,521.9324264276815,0.24719367530549466,1.2,mm1
topology_415_t07,415,7,14.0,1.1198557158514988,0,1.0,web,488.43864232388785,0.2294809184010286,1.2,mm1
topology_415_t08,415,8,16.0,1.0375,0,1.0,web,449.82840862712993,0.22159394773474636,1.2,mm1
topology_415_t09,415,9,18.0,0.925,0,1.0,web,419.1484910543205,0.21169591023546605,1.2,mm1
topology_415_t10,415,10,20.0,0.8124999999999999,0,1.0,bulk,849.0370656652603,0.3513170412441097,1.2,mm1
topology_415_t11,415,11,22.0,0.7301442841485013,0,1.0,bulk,768.3666963575838,0.3220723536437885,1.2,mm1
