snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_104_t00,104,0,0.0,0.7,0,1.0,bulk,9583.047244084266,0.18682735254235297,1.2,mm1
topology_104_t01,104,1,2.0,0.7301442841485013,1,2.8300992278892956,web,11588.424258596253,0.21974410294103258,1.2,mm1
topology_104_t02,104,2,4.0,0.8125,0,1.0,bulk,11432.347549407283,0.2180853449305188,1.2,mm1
topology_104_t03,104,3,6.0,0.9249999999999999,0,1.0,bulk,12836.859432198165,0.2409709606101124,1.2,mm1
topology_104_t04,104,4,8.0,1.0374999999999999,0,1.0,bulk,14993.816871161918,0.27010433768444847,1.2,mm1
topology_104_t05,104,5,10.0,1.1198557158514988,0,1.0,web,6307.007157944576,0.13364094534579746,1.2,mm1
topology_104_t06,104,6,12.0,1.15,0,1.0,web,6461.071628452404,0.1355307401728355,1.2,mm1
topology_104_t07,104,7,14.0,1.1198557158514988,0,1.0,web,6396.505991307869,0.1345473152053219,1.2,mm1
topology_104_t08,104,8,16.0,1.0375,0,1.0,web,5860.667299027731,0.12609153778657609,1.2,mm1
topology_104_t09,104,9,18.0,0.925,0,1.0,bulk,13134.21654448192,0.24453283532890094,1.2,mm1
topology_104_t10,104,10,20.0,0.8124999999999999,0,1.0,video,9061.52634656875,0.1789792195648468,1.2,mm1
topology_104_t11,104,11,22.0,0.7301442841485013,0,1.0,video,8224.943286918062,0.16459578139335815,1.2,mm1
