snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_422_t00,422,0,0.0,0.7,0,1.0,bulk,1299.1291536449285,0.5123097983455758,1.2,mm1
topology_422_t01,422,1,2.0,0.7301442841485013,0,1.0,video,1087.5786285666622,0.4696552037681683,1.2,mm1
topology_422_t02,422,2,4.0,0.8125,0,1.0,video,1197.8569363820707,0.49035030732854834,1.2,mm1
topology_422_t03,422,3,6.0,0.9249999999999999,1,2.78100098948448,bulk,4613.8485955578235,0.852820267523928,1.2,mm1
topology_422_t04,422,4,8.0,1.0374999999999999,0,1.0,video,1544.9251481866777,0.5538983345600533,1.2,mm1
topology_422_t05,422,5,10.0,1.1198557158514988,0,1.0,bulk,2059.468439209095,0.6114782781386913,1.2,mm1
topology_422_t06,422,6,12.0,1.15,1,1.930757458747744,web,1621.5285841148109,0.5666378439658128,1.2,mm1
topology_422_t07,422,7,14.0,1.1198557158514988,0,1.0,web,823.0254178302332,0.4105871724599723,1.2,mm1
topology_422_t08,422,8,16.0,1.0375,0,1.0,web,776.1844988343976,0.3956928521361743,1.2,mm1
topology_422_t09,422,9,18.0,0.925,1,1.9791342946785369,bulk,3110.5343776128398,0.7426603330429166,1.2,mm1
topology_422_t10,422,10,20.0,0.8124999999999999,0,1.0,video,1183.9089074618482,0.4903504524480113,1.2,mm1
topology_422_t11,422,11,22.0,0.7301442841485013,0,1.0,web,533.8003501094181,0.3191510875994134,1.2,mm1
