snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_036_t00,36,0,0.0,0.7,0,1.0,web,886.6737958980125,0.19731656489775137,1.2,mm1
topology_036_t01,36,1,2.0,0.7301442841485013,0,1.0,web,941.7202062579848,0.20391565146909,1.2,mm1
topology_036_t02,36,2,4.0,0.8125,0,1.0,web,1032.0204297616365,0.2137077621267513,1.2,mm1
topology_036_t03,36,3,6.0,0.9249999999999999,0,1.0,video,2358.091689723006,0.33548017414041476,1.2,mm1
topology_036_t04,36,4,8.0,1.0374999999999999,0,1.0,web,1320.917374097849,0.2429627393337176,1.2,mm1
topology_036_t05,36,5,10.0,1.1198557158514988,0,1.0,video,2806.851738180413,0.37103794495859665,1.2,mm1
topology_036_t06,36,6,12.0,1.15,0,1.0,web,1460.8148906131496,0.259109932546577,1.2,mm1
topology_036_t07,36,7,14.0,1.1198557158514988,0,1.0,web,1431.4423224054572,0.2519365677431297,1.2,mm1
topology_036_t08,36,8,16.0,1.0375,0,1.0,web,1305.7524103759936,0.2417419686672755,1.2,mm1
topology_036_t09,36,9,18.0,0.925,0,1.0,video,2352.225430973722,0.3358023335985608,1.2,mm1
topology_036_t10,36,10,20.0,0.8124999999999999,0,1.0,video,2071.081424760773,0.31377854713489634,1.2,mm1
topology_036_t11,36,11,22.0,0.7301442841485013,0,1.0,web,947.0385119066575,0.20432979472546,1.2,mm1
