snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_489_t00,489,0,0.0,0.7,0,1.0,web,4771.280172687015,0.2633165998080384,1.2,mm1
topology_489_t01,489,1,2.0,0.7301442841485013,0,1.0,web,5021.522632661394,0.27244973769314107,1.2,mm1
topology_489_t02,489,2,4.0,0.8125,0,1.0,bulk,13590.022973137486,0.49580066345510787,1.2,mm1
topology_489_t03,489,3,6.0,0.9249999999999999,0,1.0,video,12610.246912318646,0.4728731315680986,1.2,mm1
topology_489_t04,489,4,8.0,1.0374999999999999,0,1.0,web,7136.490283496389,0.3383542493407938,1.2,mm1
topology_489_t05,489,5,10.0,1.1198557158514988,0,1.0,bulk,19075.60723125965,0.597732305146281,1.2,mm1
topology_489_t06,489,6,12.0,1.15,1,3.1580835428613674,web,24743.948452800134,0.6750313047554348,1.2,mm1
topology_489_t07,489,7,14.0,1.1198557158514988,0,1.0,web,7638.198425451616,0.35344758468001625,1.2,mm1
topology_489_t08,489,8,16.0,1.0375,0,1.0,web,7089.606016696599,0.335716634383653,1.2,mm1
topology_489_t09,489,9,18.0,0.925,1,3.2479180232482143,video,41085.212468149424,0.8209704047163455,1.2,mm1
topology_489_t10,489,10,20.0,0.8124999999999999,0,1.0,web,5563.454407713934,0.2903628135947803,1.2,mm1
topology_489_t11,489,11,22.0,0.7301442841485013,0,1.0,web,5030.74709701276,0.27215819645699824,1.2,mm1
