snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_465_t00,465,0,0.0,0.7,0,1.0,web,2564.9998249099635,0.24211527409073766,1.2,mm1
topology_465_t01,465,1,2.0,0.7301442841485013,0,1.0,video,5246.558411415837,0.38135673880228615,1.2,mm1
topology_465_t02,465,2,4.0,0.8125,1,2.071450201143026,web,6149.800430571702,0.42143075692703297,1.2,mm1
topology_465_t03,465,3,6.0,0.9249999999999999,0,1.0,video,6686.448219517808,0.44414957512630243,1.2,mm1
topology_465_t04,465,4,8.0,1.0374999999999999,0,1.0,video,7573.258582500523,0.4814704713286342,1.2,mm1
topology_465_t05,465,5,10.0,1.1198557158514988,0,1.0,web,4114.708241986893,0.32842565017767483,1.2,mm1
topology_465_t06,465,6,12.0,1.15,0,1.0,bulk,10183.369056770935,0.5742826149640388,1.2,mm1
topology_465_t07,465,7,14.0,1.1198557158514988,0,1.0,web,4066.1045400196854,0.3256258705150501,1.2,mm1
topology_465_t08,465,8,16.0,1.0375,1,2.065403835796329,video,15546.212783727857,0.7210737861371079,1.2,mm1
topology_465_t09,465,9,18.0,0.925,0,1.0,video,6705.809002525124,0.4475879370039788,1.2,mm1
topology_465_t10,465,10,20.0,0.8124999999999999,1,3.0627042737795236,web,9019.662147428542,0.5339091050992505,1.2,mm1
topology_465_t11,465,11,22.0,0.7301442841485013,0,1.0,video,5284.628529374824,0.38502175586742776,1.2,mm1
