snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_378_t00,378,0,0.0,0.7,0,1.0,web,890.4913151845703,0.3856394769508161,1.2,mm1
topology_378_t01,378,1,2.0,0.7301442841485013,0,1.0,web,922.5748748251676,0.3958710671769318,1.2,mm1
topology_378_t02,378,2,4.0,0.8125,0,1.0,bulk,2512.7940612611683,0.7235207688602414,1.2,mm1
topology_378_t03,378,3,6.0,0.9249999999999999,1,3.37394349928143,video,7889.036668312363,1.1047602904377258,1.2,mm1
topology_378_t04,378,4,8.0,1.0374999999999999,0,1.0,web,1245.684173086815,0.5015795081006169,1.2,mm1
topology_378_t05,378,5,10.0,1.1198557158514988,0,1.0,web,1462.5626725977108,0.5552557680216567,1.2,mm1
topology_378_t06,378,6,12.0,1.15,0,1.0,web,1497.3256388262523,0.5597560991240274,1.2,mm1
topology_378_t07,378,7,14.0,1.1198557158514988,0,1.0,bulk,3582.5302994345766,0.8379780513409727,1.2,mm1
topology_378_t08,378,8,16.0,1.0375,0,1.0,web,1314.043350446842,0.5142791350575503,1.2,mm1
topology_378_t09,378,9,18.0,0.925,0,1.0,web,1162.361113304659,0.4788074814340191,1.2,mm1
topology_378_t10,378,10,20.0,0.8124999999999999,0,1.0,web,1019.6004511488709,0.43344611528222604,1.2,mm1
topology_378_t11,378,11,22.0,0.7301442841485013,0,1.0,web,932.5541126097312,0.4009275869879157,1.2,mm1
