snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_392_t00,392,0,0.0,0.7,0,1.0,bulk,157.02176498521135,0.13342315130840432,0.6426258695519437,mm1
topology_392_t01,392,1,2.0,0.7301442841485013,0,1.0,video,125.15499548292968,0.11211370875156454,0.4310872309952389,mm1
topology_392_t02,392,2,4.0,0.8125,0,1.0,video,136.30775561869046,0.12019825475143761,0.4473183491360393,mm1
topology_392_t03,392,3,6.0,0.9249999999999999,0,1.0,bulk,163.03190662308327,0.13429394482934567,0.4925212506945494,mm1
topology_392_t04,392,4,8.0,1.0374999999999999,0,1.0,web,86.65592300299232,0.07417017912632928,0.28827878934828816,mm1
topology_392_t05,392,5,10.0,1.1198557158514988,0,1.0,web,99.22092259411292,0.08926885039274046,0.3322032915719183,mm1
topology_392_t06,392,6,12.0,1.15,0,1.0,web,89.77875228144413,0.07760606985104385,0.31684611531561807,mm1
topology_392_t07,392,7,14.0,1.1198557158514988,0,1.0,video,185.76339200946973,0.16173751512741702,0.6495678793313193,mm1
topology_392_t08,392,8,16.0,1.0375,0,1.0,video,173.77096679112594,0.14938611358065806,0.5066223706781674,mm1
topology_392_t09,392,9,18.0,0.925,0,1.0,web,76.84981551903326,0.0680943700056921,0.23976734472180994,mm1
topology_392_t10,392,10,20.0,0.8124999999999999,0,1.0,bulk,147.22411517930223,0.12383322420652926,0.4926413280886308,mm1
topology_392_t11,392,11,22.0,0.7301442841485013,0,1.0,bulk,178.68424611458312,0.14802158743335112,0.585037728636431,mm1
