snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_184_t00,184,0,0.0,0.7,1,2.3917528319279313,bulk,15037.533132869003,0.4611058252473906,1.2,mm1
topology_184_t01,184,1,2.0,0.7301442841485013,0,1.0,web,2610.3988045563556,0.15996983426039255,1.2,mm1
topology_184_t02,184,2,4.0,0.8125,0,1.0,video,5943.812688514598,0.27722637005642164,1.2,mm1
topology_184_t03,184,3,6.0,0.9249999999999999,0,1.0,web,3353.1806699248245,0.18912692398886952,1.2,mm1
topology_184_t04,184,4,8.0,1.0374999999999999,0,1.0,web,3778.7367362750424,0.2056058358970535,1.2,mm1
topology_184_t05,184,5,10.0,1.1198557158514988,0,1.0,web,4108.22146366832,0.21795747013811412,1.2,mm1
topology_184_t06,184,6,12.0,1.15,0,1.0,web,4149.386228543576,0.22152279355850185,1.2,mm1
topology_184_t07,184,7,14.0,1.1198557158514988,0,1.0,bulk,10129.354286310518,0.3749126211115211,1.2,mm1
topology_184_t08,184,8,16.0,1.0375,0,1.0,web,3772.0212678609964,0.2066796642146042,1.2,mm1
topology_184_t09,184,9,18.0,0.925,0,1.0,bulk,8426.50127008259,0.337808457470464,1.2,mm1
topology_184_t10,184,10,20.0,0.8124999999999999,0,1.0,web,2921.466905905956,0.1735659676232657,1.2,mm1
topology_184_t11,184,11,22.0,0.7301442841485013,0,1.0,web,2635.1271047060955,0.1600889043298053,1.2,mm1
