snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_308_t00,308,0,0.0,0.7,0,1.0,video,699.296971507663,0.2804155443285714,1.2,mm1
topology_308_t01,308,1,2.0,0.7301442841485013,0,1.0,video,715.989137731525,0.2828029055327577,1.2,mm1
topology_308_t02,308,2,4.0,0.8125,0,1.0,bulk,958.356171204611,0.3383487424304928,1.2,mm1
topology_308_t03,308,3,6.0,0.9249999999999999,0,1.0,video,921.5833682721161,0.3320280237980926,1.2,mm1
topology_308_t04,308,4,8.0,1.0374999999999999,0,1.0,video,1023.8386989569509,0.35769557535918534,1.2,mm1
topology_308_t05,308,5,10.0,1.1198557158514988,0,1.0,web,553.4824459225172,0.23201394432991693,1.2,mm1
topology_308_t06,308,6,12.0,1.15,0,1.0,bulk,1405.6150984248773,0.4253903080052761,1.2,mm1
topology_308_t07,308,7,14.0,1.1198557158514988,0,1.0,web,539.201177794307,0.22126863680267653,1.2,mm1
topology_308_t08,308,8,16.0,1.0375,0,1.0,video,1017.4628825932009,0.3548295183610214,1.2,mm1
topology_308_t09,308,9,18.0,0.925,0,1.0,web,465.1244086222818,0.19928416505548294,1.2,mm1
topology_308_t10,308,10,20.0,0.8124999999999999,0,1.0,video,824.2708879160696,0.3132864206235112,1.2,mm1
topology_308_t11,308,11,22.0,0.7301442841485013,0,1.0,web,348.28219304970094,0.15441716858236704,1.0957177066154857,mm1
