snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_325_t00,325,0,0.0,0.7,0,1.0,web,981.2043753671269,0.281647087304105,1.2,mm1
topology_325_t01,325,1,2.0,0.7301442841485013,0,1.0,web,994.8609792716984,0.28842902747494886,1.2,mm1
topology_325_t02,325,2,4.0,0.8125,0,1.0,video,2197.5263248229053,0.43518881465800385,1.2,mm1
topology_325_t03,325,3,6.0,0.9249999999999999,0,1.0,web,1270.51233959176,0.32428249552425487,1.2,mm1
topology_325_t04,325,4,8.0,1.0374999999999999,0,1.0,video,2849.6037265396494,0.5042466368357833,1.2,mm1
topology_325_t05,325,5,10.0,1.1198557158514988,0,1.0,web,1542.0108843000908,0.35451234293036415,1.2,mm1
topology_325_t06,325,6,12.0,1.15,1,3.0380400477875815,bulk,11839.416332058365,0.9261708785858497,1.2,mm1
topology_325_t07,325,7,14.0,1.1198557158514988,0,1.0,web,1580.4786053656844,0.36316911518588246,1.2,mm1
topology_325_t08,325,8,16.0,1.0375,0,1.0,video,2813.066508652041,0.4998593957344042,1.2,mm1
topology_325_t09,325,9,18.0,0.925,0,1.0,bulk,3074.1223438382267,0.5259626971240001,1.2,mm1
topology_325_t10,325,10,20.0,0.8124999999999999,0,1.0,web,1091.5422031961857,0.30178095846972464,1.2,mm1
topology_325_t11,325,11,22.0,0.7301442841485013,0,1.0,web,986.2916427865835,0.2874335689270599,1.2,mm1
