snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_399_t00,399,0,0.0,0.7,0,1.0,web,279.8531023044636,0.14505206007750918,1.2,mm1
topology_399_t01,399,1,2.0,0.7301442841485013,0,1.0,web,299.89506849980745,0.1522383769152338,1.2,mm1
topology_399_t02,399,2,4.0,0.8125,0,1.0,video,691.3537690038278,0.2946180201172391,1.2,mm1
topology_399_t03,399,3,6.0,0.9249999999999999,0,1.0,web,397.2167605979191,0.19179923035979443,1.2,mm1
topology_399_t04,399,4,8.0,1.0374999999999999,0,1.0,bulk,1062.6512913822407,0.400278635042268,1.2,mm1
topology_399_t05,399,5,10.0,1.1198557158514988,0,1.0,bulk,1174.2682188697304,0.4232273809190371,1.2,mm1
topology_399_t06,399,6,12.0,1.15,0,1.0,video,972.022315275333,0.3797855243561348,1.2,mm1
topology_399_t07,399,7,14.0,1.1198557158514988,0,1.0,web,467.68186548422227,0.2172024014476735,1.2,mm1
topology_399_t08,399,8,16.0,1.0375,0,1.0,web,430.22042789518684,0.19999367510377197,1.2,mm1
topology_399_t09,399,9,18.0,0.925,0,1.0,bulk,1021.4999864530953,0.3945774738191583,1.2,mm1
topology_399_t10,399,10,20.0,0.8124999999999999,0,1.0,web,342.1642630395843,0.1720648020678271,1.2,mm1
topology_399_t11,399,11,22.0,0.7301442841485013,0,1.0,web,315.0523858370753,0.15784734382336482,1.2,mm1
