snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_087_t00,87,0,0.0,0.7,0,1.0,web,342.7332106168884,0.11312120684879888,1.2,mm1
topology_087_t01,87,1,2.0,0.7301442841485013,0,1.0,video,709.2676398614636,0.16238414354238656,1.2,mm1
topology_087_t02,87,2,4.0,0.8125,0,1.0,bulk,970.3101721908578,0.1872423038089684,1.2,mm1
topology_087_t03,87,3,6.0,0.9249999999999999,0,1.0,video,911.5528740304271,0.1835981481775393,1.2,mm1
topology_087_t04,87,4,8.0,1.0374999999999999,0,1.0,video,1013.3602416803682,0.1935709629250349,1.2,mm1
topology_087_t05,87,5,10.0,1.1198557158514988,0,1.0,video,1106.7991526462206,0.2036763186131568,1.2,mm1
topology_087_t06,87,6,12.0,1.15,0,1.0,web,556.1112259746832,0.14909144708434707,1.2,mm1
topology_087_t07,87,7,14.0,1.1198557158514988,0,1.0,web,534.5968747652801,0.14579685231402764,1.2,mm1
topology_087_t08,87,8,16.0,1.0375,0,1.0,web,527.3884772574506,0.14439333447788288,1.2,mm1
topology_087_t09,87,9,18.0,0.925,0,1.0,web,483.77384854719776,0.14095201335782348,1.2,mm1
topology_087_t10,87,10,20.0,0.8124999999999999,0,1.0,bulk,1015.6670479060817,0.19125073199047152,1.2,mm1
topology_087_t11,87,11,22.0,0.7301442841485013,0,1.0,web,363.01981961223726,0.11829621341983426,1.2,mm1
