snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_120_t00,120,0,0.0,0.7,0,1.0,web,253.04691265520432,0.25269448082945073,1.0942410935980702,mm1
topology_120_t01,120,1,2.0,0.7301442841485013,0,1.0,video,524.7211143821065,0.4677763672040865,1.2,mm1
topology_120_t02,120,2,4.0,0.8125,0,1.0,video,573.5745660367791,0.4835614619440204,1.2,mm1
topology_120_t03,120,3,6.0,0.9249999999999999,0,1.0,web,314.6703862425711,0.31637027305964743,1.1066534502994236,mm1
topology_120_t04,120,4,8.0,1.0374999999999999,0,1.0,video,706.0950089625337,0.5267400038076036,1.2,mm1
topology_120_t05,120,5,10.0,1.1198557158514988,0,1.0,web,373.0228208836333,0.3717374003437109,1.2,mm1
topology_120_t06,120,6,12.0,1.15,0,1.0,web,393.9200162562902,0.38077850017539094,1.2,mm1
topology_120_t07,120,7,14.0,1.1198557158514988,0,1.0,bulk,903.0195690234457,0.5611209017147047,1.2,mm1
topology_120_t08,120,8,16.0,1.0375,0,1.0,bulk,896.9434616921601,0.5679365585621114,1.2,mm1
topology_120_t09,120,9,18.0,0.925,0,1.0,web,330.4428209962514,0.31633055398354865,1.2,mm1
topology_120_t10,120,10,20.0,0.8124999999999999,0,1.0,web,271.78633181254867,0.266750852171509,0.8764087231860855,mm1
topology_120_t11,120,11,22.0,0.7301442841485013,0,1.0,web,248.65695156253776,0.2525860275888635,1.0130498094983456,mm1
