snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_358_t00,358,0,0.0,0.7,0,1.0,web,1195.7367762991735,0.3515866043273816,1.2,mm1
topology_358_t01,358,1,2.0,0.7301442841485013,1,3.0307316160794775,bulk,9313.406139496186,1.0891663132108198,1.2,mm1
topology_358_t02,358,2,4.0,0.8125,0,1.0,video,2807.131415216063,0.6540744384823121,1.2,mm1
topology_358_t03,358,3,6.0,0.9249999999999999,0,1.0,web,1595.776654323251,0.43014515529716485,1.2,mm1
topology_358_t04,358,4,8.0,1.0374999999999999,0,1.0,video,3646.6602136143856,0.7695615774947172,1.2,mm1
topology_358_t05,358,5,10.0,1.1198557158514988,0,1.0,bulk,4904.870067414922,0.895824356642147,1.2,mm1
topology_358_t06,358,6,12.0,1.15,0,1.0,web,1999.716938168995,0.5117885414194724,1.2,mm1
topology_358_t07,358,7,14.0,1.1198557158514988,1,2.6170308671503792,video,9971.658462441937,1.1098971927344439,1.2,mm1
topology_358_t08,358,8,16.0,1.0375,0,1.0,web,1792.9342087497976,0.4657702542289794,1.2,mm1
topology_358_t09,358,9,18.0,0.925,0,1.0,web,1560.4791311605109,0.42494975710381944,1.2,mm1
topology_358_t10,358,10,20.0,0.8124999999999999,0,1.0,bulk,3550.0262681415834,0.7520875875374526,1.2,mm1
topology_358_t11,358,11,22.0,0.7301442841485013,0,1.0,web,1265.6915622643828,0.3669349569115102,1.2,mm1
