snapshot_id,topology_id,timestep,time_of_day,diurnal_factor,flash_event,flash_multiplier,traffic_profile,network_load_mbps,avg_utilization,max_utilization,queue_model
topology_222_t00,222,0,0.0,0.7,0,1.0,web,3157.427169912975,0.15716228589774436,1.2,mm1
topology_222_t01,222,1,2.0,0.7301442841485013,0,1.0,web,3284.567853401937,0.16101741562901994,1.2,mm1
topology_222_t02,222,2,4.0,0.8125,0,1.0,web,3627.259501965035,0.1703953803096701,1.2,mm1
topology_222_t03,222,3,6.0,0.9249999999999999,0,1.0,bulk,10013.426005596952,0.346451693801811,1.2,mm1
topology_222_t04,222,4,8.0,1.0374999999999999,0,1.0,web,4615.823232842662,0.20327437401378504,1.2,mm1
topology_222_t05,222,5,10.0,1.1198557158514988,0,1.0,bulk,12298.134669682622,0.4002790887592169,1.2,mm1
topology_222_t06,222,6,12.0,1.15,0,1.0,web,5143.037774024078,0.2182414693199173,1.2,mm1
topology_222_t07,222,7,14.0,1.1198557158514988,1,2.7491968611848954,video,27592.602197632557,0.5921549310039887,1.2,mm1
topology_222_t08,222,8,16.0,1.0375,0,1.0,web,4677.332782498735,0.20487473238328466,1.2,mm1
topology_222_t09,222,9,18.0,0.925,0,1.0,web,4112.6739117378165,0.18706301217961524,1.2,mm1
topology_222_t10,222,10,20.0,0.8124999999999999,0,1.0,web,3690.7976248687046,0.17374861757080554,1.2,mm1
topology_222_t11,222,11,22.0,0.7301442841485013,0,1.0,web,3236.7923516799046,0.15976052862183943,1.2,mm1
