snapshot_id,topology_id,timestep,source,target,demand_mbps,path_hops,e2e_latency_ms,path_bottleneck_count
topology_490_t00,490,0,0,1,0.628007991650936,1,5.059458410779322,0
topology_490_t00,490,0,0,2,0.1604342618454018,1,1.3863094267581773,0
topology_490_t00,490,0,0,3,0.5119818637470841,3,7.123870825845652,0
topology_490_t00,490,0,0,4,0.27674646871070036,2,3.7769445146291636,0
topology_490_t00,490,0,0,5,0.32820783183141583,2,4.4233664559137145,0
topology_490_t00,490,0,0,6,0.6967602259508338,3,5.483302270153352,0
topology_490_t00,490,0,0,7,0.5253200722222676,3,8.224763782053367,0
topology_490_t00,490,0,0,8,0.6780618812206276,3,5.9866887117402285,0
topology_490_t00,490,0,0,9,0.4295876382497911,3,8.093299763216471,0
topology_490_t00,490,0,0,10,0.4258625180885944,2,4.473538510891445,0
topology_490_t00,490,0,0,11,0.44341870606969735,2,7.757958572508295,0
topology_490_t00,490,0,0,12,0.21811251634618295,3,6.400697070677969,0
topology_490_t00,490,0,0,13,1.3572778388712285,3,5.365814884791044,0
topology_490_t00,490,0,0,14,0.6542984953666595,2,5.656861709055914,0
topology_490_t00,490,0,0,15,0.4312402397555047,2,3.241266760498153,0
topology_490_t00,490,0,0,16,0.37228081196540314,3,9.848249352891376,0
topology_490_t00,490,0,0,17,0.44931917890164685,2,5.554804535752709,0
topology_490_t00,490,0,0,18,0.21016651210724233,4,7.771778032577549,0
topology_490_t00,490,0,0,19,0.5028505140659764,3,6.2363307238245,0
topology_490_t00,490,0,0,20,0.6921059060794249,3,5.123482221316366,0
topology_490_t00,490,0,0,21,0.8544520132808887,2,3.6199012220764657,0
topology_490_t00,490,0,0,22,0.37662078949201655,3,5.384663432989186,0
topology_490_t00,490,0,0,23,0.43779270432177647,1,2.08658416673333,0
topology_490_t00,490,0,0,24,0.639586570127973,2,54.55867471349381,1
topology_490_t00,490,0,0,25,0.5771377467348887,3,57.3713676435947,1
topology_490_t00,490,0,0,26,1.0049491880793842,3,58.764250078724366,1
topology_490_t00,490,0,0,27,0.43052283862143925,6,59.0958535527426,1
topology_490_t00,490,0,0,28,1.0846186887766711,5,55.2318457233488,1
topology_490_t00,490,0,0,29,1.0210798503837895,5,55.52213379994376,1
topology_490_t00,490,0,0,30,0.7551084218913315,4,52.90732614334575,1
topology_490_t00,490,0,0,31,1.5800349594917007,5,55.90670877130757,1
topology_490_t00,490,0,0,32,0.6338273911927431,5,55.70420501775424,1
topology_490_t00,490,0,0,33,1.3792463921538665,6,58.65758866622175,1
topology_490_t00,490,0,0,34,0.3099280074099079,6,61.653217914970355,1
topology_490_t00,490,0,0,35,0.3863739113041824,4,59.78899448605661,1
topology_490_t00,490,0,0,36,0.3777429899869443,3,59.382400320204795,1
topology_490_t00,490,0,0,37,0.32128572422684626,5,60.72334100460213,1
topology_490_t00,490,0,0,38,0.21587753571429694,5,61.18030965056594,1
topology_490_t00,490,0,0,39,1.3489558344234773,4,63.052127472186314,1
topology_490_t00,490,0,0,40,1.5850676974100577,4,60.34209107124041,1
topology_490_t00,490,0,0,41,0.663585402007001,3,58.09875107355244,1
topology_490_t00,490,0,0,42,1.39393794972015,3,56.37978235706101,1
topology_490_t00,490,0,0,43,0.6006789902815233,2,54.244131383864016,1
topology_490_t00,490,0,0,44,0.2529757574183504,3,60.44111789745959,1
topology_490_t00,490,0,0,45,0.19046302523871395,4,61.11734664572233,1
topology_490_t00,490,0,0,46,0.6389424794607982,4,65.12333023707372,1
topology_490_t00,490,0,0,47,1.2910377716322177,4,64.60311157437972,1
topology_490_t00,490,0,0,48,1.3599506433710682,6,60.077689548651776,1
topology_490_t00,490,0,0,49,0.43977443024513846,3,60.72981475203214,1
topology_490_t00,490,0,0,50,0.35208975244838553,3,58.30432453133119,1
topology_490_t00,490,0,0,51,1.2813578438854556,2,56.36775860008802,1
topology_490_t00,490,0,0,52,0.2639849553704624,3,57.86852766073147,1
topology_490_t00,490,0,0,53,0.36017099438859096,1,51.93425529402614,1
topology_490_t00,490,0,0,54,0.4605158246134058,2,55.13984441407408,1
topology_490_t00,490,0,1,0,0.1424450294936561,1,5.059458410779322,0
topology_490_t00,490,0,1,2,0.2150438104184774,2,6.445767837537499,0
topology_490_t00,490,0,1,3,0.3505866104069106,4,9.645506745451602,0
topology_490_t00,490,0,1,4,0.1952205680096615,3,6.298580434235115,0
topology_490_t00,490,0,1,5,0.08487867206499344,3,9.482824866693036,0
topology_490_t00,490,0,1,6,0.24177893475964976,2,9.395331769030413,0
topology_490_t00,490,0,1,7,0.38323133479790317,1,4.329572991389137,0
topology_490_t00,490,0,1,8,0.20731097232282503,2,7.498906780426556,0
topology_490_t00,490,0,1,9,0.5196244214778708,3,8.722414301600752,0
topology_490_t00,490,0,1,10,0.34439676369306405,3,9.532996921670767,0
topology_490_t00,490,0,1,11,0.28875836634631546,2,9.268557182019311,0
topology_490_t00,490,0,1,12,0.24574075732128642,3,12.472500323124168,0
topology_490_t00,490,0,1,13,0.2509518788732797,2,6.829025563100122,0
topology_490_t00,490,0,1,14,0.34161444765167465,2,7.167460318566928,0
topology_490_t00,490,0,1,15,0.16895469459197507,2,9.313070012944351,0
topology_490_t00,490,0,1,16,0.3443129686732857,2,9.746873592641798,0
topology_490_t00,490,0,1,17,0.13356696555604589,1,5.453428775503129,0
topology_490_t00,490,0,1,18,0.09949942936340507,4,9.282376642088563,0
topology_490_t00,490,0,1,19,0.20976267638311807,2,7.5042133742534265,0
topology_490_t00,490,0,1,20,0.3101172000515312,3,6.63408083082738,0
topology_490_t00,490,0,1,21,0.18748157393545972,2,5.13049983158748,0
topology_490_t00,490,0,1,22,0.327986749524394,2,8.076043350153856,0
topology_490_t00,490,0,1,23,0.1708247286077288,1,3.5971827762443445,0
topology_490_t00,490,0,1,24,0.1242654964323454,3,59.61813312427313,1
topology_490_t00,490,0,1,25,0.5275817866430136,2,35.248527141405084,1
topology_490_t00,490,0,1,26,0.7811945619435035,5,60.34585649428492,1
topology_490_t00,490,0,1,27,0.5464403732810752,5,60.60807162142893,1
topology_490_t00,490,0,1,28,0.2003179622450528,4,56.74406379203513,1
topology_490_t00,490,0,1,29,0.4978555186841927,4,57.03435186863009,1
topology_490_t00,490,0,1,30,0.2570033363855793,3,54.41954421203208,1
topology_490_t00,490,0,1,31,0.47241542514321044,4,57.4189268399939,1
topology_490_t00,490,0,1,32,0.25836755562625374,4,57.21642308644057,1
topology_490_t00,490,0,1,33,0.14271731036528143,5,60.16980673490808,1
topology_490_t00,490,0,1,34,0.26385261771092455,5,63.165435983656685,1
topology_490_t00,490,0,1,35,0.04695159060534004,6,61.40045818099262,1
topology_490_t00,490,0,1,36,0.15654265792715127,4,64.44185873098412,1
topology_490_t00,490,0,1,37,0.3558213581258048,7,62.33480469953815,1
topology_490_t00,490,0,1,38,0.5062114536141634,6,62.9686318430972,1
topology_490_t00,490,0,1,39,0.5031842493570083,3,40.929286969996696,1
topology_490_t00,490,0,1,40,0.40734716816849437,5,62.13041326377167,1
topology_490_t00,490,0,1,41,0.9606025712857293,4,63.15820948433176,1
topology_490_t00,490,0,1,42,0.5250152623989638,4,61.43924076784033,1
topology_490_t00,490,0,1,43,0.1552355708634356,3,59.30358979464334,1
topology_490_t00,490,0,1,44,0.20750111620802064,5,62.07980191778928,1
topology_490_t00,490,0,1,45,0.21780563774080924,5,66.17680505650165,1
topology_490_t00,490,0,1,46,0.36734565427433363,6,66.76201425740341,1
topology_490_t00,490,0,1,47,0.09108710585586324,6,66.25064234530139,1
topology_490_t00,490,0,1,48,0.22951753794609794,5,61.589907617338106,1
topology_490_t00,490,0,1,49,0.9271270406336682,4,65.78927316281147,1
topology_490_t00,490,0,1,50,0.5478426023389661,4,63.36378294211051,1
topology_490_t00,490,0,1,51,0.27692564278054893,3,61.42721701086734,1
topology_490_t00,490,0,1,52,0.33570743453588364,4,62.927986071510794,1
topology_490_t00,490,0,1,53,0.35587023843948057,2,56.99371370480546,1
topology_490_t00,490,0,1,54,0.20241891863763667,3,60.199302824853405,1
topology_490_t00,490,0,2,0,0.24608094805640046,1,1.3863094267581773,0
topology_490_t00,490,0,2,1,0.16596462372141008,2,6.445767837537499,0
topology_490_t00,490,0,2,3,0.2954818064758986,2,5.737561399087474,0
topology_490_t00,490,0,2,4,0.31211644026368995,1,2.390635087870986,0
topology_490_t00,490,0,2,5,0.3629925536335186,1,3.037057029155537,0
topology_490_t00,490,0,2,6,0.21981264455665728,2,4.096992843395174,0
topology_490_t00,490,0,2,7,0.6772201484865917,2,6.83845435529519,0
topology_490_t00,490,0,2,8,0.35053990785513156,2,4.600379284982051,0
topology_490_t00,490,0,2,9,0.2892760434998985,2,6.7069903364582935,0
topology_490_t00,490,0,2,10,0.1937860862203855,1,3.0872290841332677,0
topology_490_t00,490,0,2,11,0.14519571197831296,2,9.911964045163247,0
topology_490_t00,490,0,2,12,0.16490704200509973,2,5.014387643919792,0
topology_490_t00,490,0,2,13,0.6364320733097116,2,3.9795054580328673,0
topology_490_t00,490,0,2,14,0.8968264098270345,2,5.652496239993642,0
topology_490_t00,490,0,2,15,0.4892022751070589,1,1.8549573337399756,0
topology_490_t00,490,0,2,16,0.8413169700422305,4,9.648547062768529,0
topology_490_t00,490,0,2,17,0.9131451648694168,3,5.35510224562986,0
topology_490_t00,490,0,2,18,0.623681403474266,3,8.86242268065389,0
topology_490_t00,490,0,2,19,0.3295288448973195,2,6.235550803187456,0
topology_490_t00,490,0,2,20,0.15977839105503375,3,5.06229668975852,0
topology_490_t00,490,0,2,21,0.20405970925580552,2,3.5587156905186204,0
topology_490_t00,490,0,2,22,0.18253760000468455,3,6.450910267078615,0
topology_490_t00,490,0,2,23,0.16390635018811633,2,3.4728935934915075,0
topology_490_t00,490,0,2,24,0.565934588770949,3,55.94498414025198,1
topology_490_t00,490,0,2,25,0.7642577461806284,4,58.75767707035288,1
topology_490_t00,490,0,2,26,0.23381559694925663,5,57.447328998840405,1
topology_490_t00,490,0,2,27,0.2769741920391453,5,57.709544125984415,1
topology_490_t00,490,0,2,28,0.2175697546532059,4,53.845536296590616,1
topology_490_t00,490,0,2,29,0.35445607290008824,4,54.13582437318558,1
topology_490_t00,490,0,2,30,0.23744256173610268,3,51.52101671658757,1
topology_490_t00,490,0,2,31,0.7748860851345236,4,54.52039934454939,1
topology_490_t00,490,0,2,32,0.3080914377722212,4,54.31789559099606,1
topology_490_t00,490,0,2,33,0.45819520306721995,5,57.27127923946357,1
topology_490_t00,490,0,2,34,0.11677800016647916,5,60.266908488212174,1
topology_490_t00,490,0,2,35,0.39279234204518654,6,58.50193068554811,1
topology_490_t00,490,0,2,36,0.7549611917490364,4,60.76870974696297,1
topology_490_t00,490,0,2,37,0.25540979076674475,7,59.436277204093635,1
topology_490_t00,490,0,2,38,0.5897838681477031,6,60.07010434765269,1
topology_490_t00,490,0,2,39,0.35507557521281286,5,64.43843689894449,1
topology_490_t00,490,0,2,40,0.3591403419413448,5,59.23188576832716,1
topology_490_t00,490,0,2,41,0.7471697857553855,4,59.48506050031062,1
topology_490_t00,490,0,2,42,0.2209281016304917,4,57.766091783819185,1
topology_490_t00,490,0,2,43,0.16372111707020037,3,55.63044081062219,1
topology_490_t00,490,0,2,44,0.1667013688747386,5,59.18127442234477,1
topology_490_t00,490,0,2,45,0.13271983867244555,5,62.5036560724805,1
topology_490_t00,490,0,2,46,0.39366080981974494,6,63.86348676195889,1
topology_490_t00,490,0,2,47,1.3868357854333044,6,63.352114849856875,1
topology_490_t00,490,0,2,48,0.3270084135374413,5,58.691380121893594,1
topology_490_t00,490,0,2,49,0.4583190344095082,4,62.116124178790315,1
topology_490_t00,490,0,2,50,0.481090397675865,4,59.690633958089364,1
topology_490_t00,490,0,2,51,0.6866587554817314,3,57.75406802684619,1
topology_490_t00,490,0,2,52,0.22485735219689382,4,59.25483708748965,1
topology_490_t00,490,0,2,53,0.3550951597804063,2,53.32056472078431,1
topology_490_t00,490,0,2,54,0.20133213151723564,3,56.52615384083226,1
topology_490_t00,490,0,3,0,1.377547550374849,3,7.123870825845651,0
topology_490_t00,490,0,3,1,0.553948704494408,4,9.645506745451602,0
topology_490_t00,490,0,3,2,0.17457444195375527,2,5.737561399087474,0
topology_490_t00,490,0,3,4,0.4984518394514979,1,3.3469263112164875,0
topology_490_t00,490,0,3,5,0.7304404496920742,1,4.48941231381351,0
topology_490_t00,490,0,3,6,0.35617804917594914,2,5.549348128053147,0
topology_490_t00,490,0,3,7,0.33272605456847154,4,10.026239483541563,0
topology_490_t00,490,0,3,8,0.8371049812868454,4,10.337940684069524,0
topology_490_t00,490,0,3,9,0.4638119114275309,4,12.444551735545767,0
topology_490_t00,490,0,3,10,0.5953763698511708,3,8.824790483220742,0
topology_490_t00,490,0,3,11,0.19391273422448915,4,11.719698374982222,0
topology_490_t00,490,0,3,12,1.302200344899927,4,10.751949043007267,0
topology_490_t00,490,0,3,13,0.4080093203049298,4,9.71706685712034,0
topology_490_t00,490,0,3,14,0.7081455452324938,4,9.61860151152984,0
topology_490_t00,490,0,3,15,1.4218803826317965,3,7.5925187328274495,0
topology_490_t00,490,0,3,16,0.36420446656676336,4,10.971043075997528,0
topology_490_t00,490,0,3,17,0.655635054076377,4,9.516544338226636,0
topology_490_t00,490,0,3,18,0.5143442978965607,4,8.666883724365205,0
topology_490_t00,490,0,3,19,0.8374231500575197,3,7.131436415612155,0
topology_490_t00,490,0,3,20,0.4634615514211557,3,6.018587913104022,0
topology_490_t00,490,0,3,21,0.35711015094895054,2,4.515006913864122,0
topology_490_t00,490,0,3,22,0.9345239561432089,3,6.279769124776842,0
topology_490_t00,490,0,3,23,0.7539443417345678,3,6.0483239692072575,0
topology_490_t00,490,0,3,24,0.2823305859911548,5,61.68254553933946,1
topology_490_t00,490,0,3,25,0.3757877276584783,4,37.699668334368,1
topology_490_t00,490,0,3,26,0.6070671144541484,7,63.18489039792788,1
topology_490_t00,490,0,3,27,0.8996133168614352,7,63.44710552507189,1
topology_490_t00,490,0,3,28,0.7346220317825821,6,59.58309769567809,1
topology_490_t00,490,0,3,29,0.6186484312587383,6,59.87338577227305,1
topology_490_t00,490,0,3,30,0.824728193296294,5,57.25857811567504,1
topology_490_t00,490,0,3,31,0.4926340173689881,6,60.257960743636865,1
topology_490_t00,490,0,3,32,0.3125825091687275,6,60.055456990083535,1
topology_490_t00,490,0,3,33,0.7167708770018524,7,63.00884063855104,1
topology_490_t00,490,0,3,34,0.6021066414508448,7,66.00446988729965,1
topology_490_t00,490,0,3,35,0.3694897861095161,8,64.23949208463559,1
topology_490_t00,490,0,3,36,1.4072739776140066,6,66.50627114605045,1
topology_490_t00,490,0,3,37,0.8240890528597551,9,65.17383860318111,1
topology_490_t00,490,0,3,38,0.9774728479190316,8,65.80766574674017,1
topology_490_t00,490,0,3,39,0.47375958742637764,5,43.38042816295961,1
topology_490_t00,490,0,3,40,0.9625638278309434,7,64.96944716741464,1
topology_490_t00,490,0,3,41,0.24465094279727015,6,65.22262189939809,1
topology_490_t00,490,0,3,42,0.448725690451699,6,63.50365318290666,1
topology_490_t00,490,0,3,43,0.4671249822386173,5,61.368002209709665,1
topology_490_t00,490,0,3,44,1.2696926612475654,7,64.91883582143225,1
topology_490_t00,490,0,3,45,0.5103949545586212,7,68.24121747156796,1
topology_490_t00,490,0,3,46,0.4762815291887753,8,69.60104816104638,1
topology_490_t00,490,0,3,47,0.423437500600488,8,69.08967624894434,1
topology_490_t00,490,0,3,48,0.8812489056050956,7,64.42894152098107,1
topology_490_t00,490,0,3,49,0.9940805621473,6,67.8536855778778,1
topology_490_t00,490,0,3,50,0.8746937865895389,6,65.42819535717683,1
topology_490_t00,490,0,3,51,0.567599685889916,5,63.49162942593367,1
topology_490_t00,490,0,3,52,0.7196147381553641,6,64.99239848657712,1
topology_490_t00,490,0,3,53,0.8132556046562227,4,59.05812611987179,1
topology_490_t00,490,0,3,54,2.4459143217904415,5,62.26371523991973,1
topology_490_t00,490,0,4,0,0.23518649461599742,2,3.7769445146291636,0
topology_490_t00,490,0,4,1,0.45798398892681086,3,6.298580434235115,0
topology_490_t00,490,0,4,2,0.3884763310384094,1,2.390635087870986,0
topology_490_t00,490,0,4,3,0.7799903240550502,1,3.3469263112164875,0
topology_490_t00,490,0,4,5,0.36290734977381045,1,3.9479540179070254,0
topology_490_t00,490,0,4,6,0.12372828431956996,2,5.007889832146663,0
topology_490_t00,490,0,4,7,1.4126949068105414,3,6.679313172325076,0
topology_490_t00,490,0,4,8,0.5300993946411381,3,6.991014372853037,0
topology_490_t00,490,0,4,9,0.22784959987816825,3,9.09762542432928,0
topology_490_t00,490,0,4,10,1.260468629369226,2,5.477864172004254,0
topology_490_t00,490,0,4,11,1.240510472992833,3,8.372772063765737,0
topology_490_t00,490,0,4,12,0.45089234819636687,3,7.405022731790778,0
topology_490_t00,490,0,4,13,0.4605733054830176,3,6.370140545903853,0
topology_490_t00,490,0,4,14,0.4592576137777726,3,6.271675200313354,0
topology_490_t00,490,0,4,15,0.5898176772673699,2,4.2455924216109615,0
topology_490_t00,490,0,4,16,0.18826349489718494,3,7.624116764781042,0
topology_490_t00,490,0,4,17,0.5735011207908483,3,6.169618027010149,0
topology_490_t00,490,0,4,18,0.27952730758473576,3,5.3199574131487175,0
topology_490_t00,490,0,4,19,0.35260834800815666,2,3.784510104395668,0
topology_490_t00,490,0,4,20,0.21941775063722196,2,2.6716616018875348,0
topology_490_t00,490,0,4,21,0.35770913264229626,1,1.1680806026476345,0
topology_490_t00,490,0,4,22,0.2633152238835708,2,2.932842813560355,0
topology_490_t00,490,0,4,23,0.9854379111169814,2,2.7013976579907704,0
topology_490_t00,490,0,4,24,2.0214506527718945,4,58.33561922812297,1
topology_490_t00,490,0,4,25,0.5080309760813797,3,34.352742023151514,1
topology_490_t00,490,0,4,26,0.5706724474326577,6,59.837964086711395,1
topology_490_t00,490,0,4,27,0.22354787615590271,6,60.100179213855405,1
topology_490_t00,490,0,4,28,1.499413373978808,5,56.236171384461606,1
topology_490_t00,490,0,4,29,0.6211385465283648,5,56.52645946105657,1
topology_490_t00,490,0,4,30,0.5220105689350593,4,53.91165180445856,1
topology_490_t00,490,0,4,31,0.6507244959670869,5,56.91103443242038,1
topology_490_t00,490,0,4,32,1.0060524533385233,5,56.70853067886705,1
topology_490_t00,490,0,4,33,0.7509635656250054,6,59.66191432733456,1
topology_490_t00,490,0,4,34,0.7659901264463361,6,62.657543576083164,1
topology_490_t01,490,1,0,1,1.9484205533074292,1,5.0598752588603135,0
topology_490_t01,490,1,0,2,0.9727570888887346,1,1.390417822422044,0
topology_490_t01,490,1,0,3,2.5010747691230195,3,41.32115290926226,1
topology_490_t01,490,1,0,4,1.9383545747962498,2,37.97330103158232,1
topology_490_t01,490,1,0,5,1.0682478596594955,2,4.435681412201654,0
topology_490_t01,490,1,0,6,0.7030422559080421,3,5.497821359749473,0
topology_490_t01,490,1,0,7,0.8211820864541263,3,45.163784104910555,1
topology_490_t01,490,1,0,8,0.842718067256816,3,42.93230774452802,1
topology_490_t01,490,1,0,9,2.1164093907490065,3,8.097772158251608,0
topology_490_t01,490,1,0,10,0.8278483045260059,2,4.477764192989452,0
topology_490_t01,490,1,0,11,1.0447082875374591,2,7.764403573946815,0
topology_490_t01,490,1,0,12,0.5778240403932928,3,43.3400394356202,1
topology_490_t01,490,1,0,13,1.8557912769485043,3,42.30528356877393,1
topology_490_t01,490,1,0,14,0.3747812141710973,2,5.663309561867693,0
topology_490_t01,490,1,0,15,1.5516249683705123,2,40.180222471077755,1
topology_490_t01,490,1,0,16,0.49127008410146367,3,9.855584252013188,0
topology_490_t01,490,1,0,17,1.4662025822766909,2,5.561296115273634,0
topology_490_t01,490,1,0,18,0.7111769565814764,4,7.794893535799307,0
topology_490_t01,490,1,0,19,1.7612076334955198,3,6.258753996628924,0
topology_490_t01,490,1,0,20,0.6883261808282937,3,5.14641846375497,0
topology_490_t01,490,1,0,21,1.797421889397825,2,3.641956624814637,0
