edge_id,source,target,bandwidth_mbps,propagation_delay_ms,is_inter_domain,link_reliability,cost
0,0,1,333.5647699773016,7.233675689997182,False,0.9771021615448604,8.73263494769704
1,0,7,735.6368033918766,4.16625633431727,False,0.9412497729176817,4.845939566171085
2,1,2,570.4479460525274,3.091163816949503,False,0.956003280263681,3.967667980843818
3,1,15,85.85900438863197,1.8902478643960234,True,0.9984858031460622,7.713748888666015
4,2,3,605.7888881651968,4.223600663954091,False,0.9564082207879934,5.048970705841771
5,3,4,562.8946592403718,6.024519790441406,False,0.9620739953686496,6.912785457546423
6,3,23,92.6975182635625,10.561615014982577,True,0.988829315125114,15.955502676336934
7,4,5,829.3166365011676,5.148796102220903,False,0.9462461472343725,5.751702131104475
8,5,6,963.3227397973047,2.143882952077923,False,0.9693108443304164,2.6629198016650157
9,5,11,58.020739144272206,11.244936721988672,True,0.9734752145204951,19.862544966459993
10,5,10,96.46797373133633,9.168839816391985,True,0.9511390030884811,14.351907114897724
11,6,7,655.1509862876771,4.540131206605521,False,0.9878289163657874,5.303314061344367
12,8,9,495.2758832976814,3.2517154577918586,False,0.98568655047372,4.261253811791379
13,8,12,110.96525294464223,1.2861314200189367,False,0.9740422736060373,5.792046440547367
14,8,14,51.52568404431918,7.77246340833476,True,0.9754756126048597,17.476361750954165
15,9,10,952.3080138970931,5.455953558697764,False,0.985164758558942,5.980993769116522
16,9,16,40.71023339782606,9.393494908277521,True,0.9921664165799955,21.67541908969723
17,10,11,679.2841409362153,2.804716924096705,False,0.9951509425948062,3.54078592654814
18,11,12,892.6622037051386,2.7332771822973854,False,0.954478908658281,3.293399474833878
19,12,21,18.466723462451455,3.1561630228046686,True,0.9700207323897537,30.231892023493625
20,13,14,883.6641394235218,2.568049100498064,False,0.9834715259886232,3.1338749360085854
21,13,19,180.29215347651493,3.8968296317171176,False,0.9485120750107308,6.670106174032814
22,14,15,356.48363087939396,2.528342850429258,False,0.9607206061485327,3.930931796144863
23,15,16,568.8365321912372,5.056627854623702,False,0.970183395317593,5.935615000674134
24,15,24,21.723599391210705,6.5288999162368,True,0.9734829226851112,29.54534350809839
25,16,17,459.74800668346006,5.564011114680543,False,0.9764999016448841,6.651563410136722
26,17,18,193.27830109372024,4.282660731728224,False,0.9640085075994513,6.869604000427337
27,18,19,859.7385836755582,2.6618788189647535,False,0.9987270714175203,3.243450949719195
28,20,21,985.6059656453507,2.438719400208961,False,0.9909932406496686,2.9460215244129397
29,20,24,682.1138893136506,2.8503159891749426,False,0.9832989102906596,3.5833314105484977
30,21,22,187.6478323997136,2.901021678730645,False,0.9765277178270089,5.5655874965490835
31,22,23,824.2931701346548,5.263314593867678,False,0.9985343974064538,5.869894895774488
32,22,29,94.48337591478455,15.275781972443683,True,0.9880161583721743,20.567718201002606
33,23,24,231.30001824530973,2.839130339661552,False,0.9568848854230324,5.000824937842324
34,23,25,33.97496706768074,10.635360226917465,True,0.990117341378322,25.352077950409637
35,25,26,150.7350704316891,2.1930792376257346,False,0.9542547488554831,5.510157330786494
36,25,33,453.13351225353176,3.713210199225747,False,0.9732031603550457,4.816637746469805
37,26,27,664.8535882907807,4.904713804129603,False,0.9781635108772662,5.656759079669756
38,27,28,966.5074028516351,4.7642284270136654,False,0.9459603680972029,5.28155503881692
39,28,29,562.0780588364172,3.619391057441869,False,0.9536409363229691,4.508947218084525
40,29,30,557.181770688807,5.964550623165082,False,0.9872304895985736,6.861923843724475
41,30,31,247.44455788320974,7.261926533798179,False,0.9488814249504134,9.282581197926993
42,31,32,375.3916269284164,4.439135621276197,False,0.9551321679236954,5.771077955981881
43,32,33,619.5871340461975,4.176216995809545,False,0.9573059721766113,4.9832059930386565
