edge_id,source,target,bandwidth_mbps,propagation_delay_ms,is_inter_domain,link_reliability,cost
0,0,4,476.4621731239856,5.219441869406109,False,0.9823093843105125,6.2688431192927165
1,0,9,209.40853859009155,2.830178440332398,False,0.9513924952299434,5.217855673392742
2,0,12,496.5161236249885,1.7789540527594574,False,0.940236479093031,2.7859706957429244
3,0,14,736.8709905198313,3.365978449709628,False,0.9549713487542337,4.044523278360395
4,0,15,593.2720915295317,4.687489525137974,False,0.9909023129749575,5.530273143546411
5,0,21,736.6209646481531,3.8616029579809603,False,0.9576614288881669,4.540378100144916
6,0,72,79.25778922538443,14.71208033153395,True,0.9651196425783325,21.020608551746555
7,1,3,223.68509978308884,1.1261346800935539,False,0.9667531524039948,3.361419911362236
8,1,7,287.52874137628,4.065438807524533,False,0.9882985411621369,5.804395398808969
9,1,8,395.1566228645693,3.084977258961184,False,0.9508066842148154,4.3502983267833555
10,1,12,458.43363716283125,4.840604574457115,False,0.9774731401916247,5.931274977908345
11,1,13,329.9035796037997,5.987474629198173,False,0.9843254008376872,7.5030689752809865
12,2,3,978.5464580502694,4.501372546100707,False,0.9516783747363697,5.012334489590072
13,2,4,237.6490102119204,5.234636388472435,False,0.9721535008644002,7.3385795084296
14,2,6,884.4197290452704,5.189159070210992,False,0.9537629865038237,5.754501501614856
15,2,8,806.5832298567636,4.876754483612987,False,0.9501416876192673,5.496653313010658
16,2,10,543.2500311344961,4.389634639518763,False,0.944782908710688,5.3100211491261815
17,2,13,471.82878921247845,3.090041661164522,False,0.9759518582890503,4.149748087375906
18,2,16,602.4875437862227,2.8095207346045767,False,0.9936097785763759,3.63941341065534
19,2,20,734.6214152618228,4.969173463671687,False,0.974367249245999,5.6497961485165025
20,3,5,556.5237675711868,2.6423403356202444,False,0.9593674451048494,3.5407745609582366
21,3,10,292.39876365582586,5.17905817832582,False,0.9839085097396458,6.889051728738146
22,3,13,564.961183460119,6.027714025180558,False,0.9521883769903189,6.912730579659111
23,3,14,724.7152439854325,6.10149312316749,False,0.9610496298557916,6.791419275748945
24,3,18,338.87051003717795,5.093889536309522,False,0.9882025696836795,6.569379392140129
25,3,21,495.7953238303877,6.772815991850841,False,0.9433801705356393,7.781296661126073
26,3,50,19.867344933138455,6.627062215872617,True,0.9788232692296566,31.793988228517968
27,4,20,513.0887132069427,4.188454952983224,False,0.9552525282574568,5.162945303540471
28,5,12,539.4668246855097,2.8423024951165647,False,0.975301060813607,3.769143548394461
29,5,16,559.4349537237136,4.220497236862725,False,0.967726296497864,5.1142561925230705
30,5,17,727.0930371533643,2.617503234710359,False,0.941003669842181,3.3051731400054853
31,5,60,33.50290859015499,6.993989750739962,True,0.9870835166042254,21.91806712314242
32,6,14,567.73479211153,2.766228104134989,False,0.9794327502746265,3.646921003262045
33,6,17,976.9215980431579,3.2151401719659356,False,0.9639964006258609,3.726951970375895
34,7,12,859.3019222236326,2.869506507269231,False,0.946962703525336,3.4513741687614106
35,7,18,714.6066479169551,0.758110065304693,False,0.9894691438453574,1.4577956915964112
36,7,20,699.5285176120759,2.9339789195703165,False,0.9452158850981017,3.648746062598037
37,7,21,235.95018906252997,2.5907738574925707,False,0.9621823802356289,4.7098651876863915
38,8,11,139.67203064659756,4.574747925601211,False,0.9809227940214015,8.154562708026157
39,8,16,837.9050830167326,3.3484742919969555,False,0.9863182338689979,3.94520059206884
40,8,17,916.567599546264,1.6272959103523736,False,0.9831209558590354,2.1728094112087417
41,9,12,706.5549635397283,2.9710996893910058,False,0.9951308509119882,3.678758719192565
42,9,13,413.59540199513685,3.8843325231590624,False,0.9768935998496483,5.093243448154982
43,9,21,766.4652017400126,3.9619144854547996,False,0.9656853360396205,4.614259822027042
44,9,39,24.501217084279727,13.775543186988443,True,0.9568368178017981,34.182692688178165
45,10,16,262.46176337181794,3.5590969264660464,False,0.988880674840369,5.464136325640059
46,10,17,691.4075058931056,1.685334050826444,False,0.9419874934490988,2.4084965790580974
47,10,18,120.96462511171893,2.1453257513421136,False,0.9902961037452054,6.278765585824439
48,10,39,59.124101798408574,13.503193077292972,True,0.9645788713323553,21.959981168633725
49,11,12,822.3019544070748,3.84370898241463,False,0.9960385109085909,4.451758127038794
50,12,16,602.5191839743912,5.110531492636385,False,0.941157790942449,5.94038058839771
51,12,17,284.0219351978325,2.210318481693921,False,0.9807631918092448,3.9707458925265753
52,12,19,817.4562129147009,5.94968219341311,False,0.9680316355656486,6.561335750020396
53,12,20,585.5617200061463,2.472605222841083,False,0.9696720626050144,3.3264861766622307
54,13,21,993.8239541644878,1.0872893443449407,False,0.9703793691906237,1.590396557553896
55,14,15,858.2562696063172,5.277520493456105,False,0.9478922807424504,5.860097070763662
56,14,18,148.56036522899473,1.1995235942158688,False,0.9851659325190362,4.565158830971563
57,15,21,671.1694938531547,5.6033288407490325,False,0.9709225416778847,6.348297145445842
58,15,24,84.78652203124172,16.05896781109199,True,0.988956497466977,21.95613151142354
59,17,19,158.84823564401535,5.959505701211361,False,0.9881280723473597,9.107164206657515
60,17,21,599.5235645510393,3.079516630410441,False,0.9400121161007571,3.913512205504193
61,18,20,882.1310254055345,3.4237675001879233,False,0.9682325604885227,3.9905767219473995
62,19,20,164.40544076465184,5.062035551542035,False,0.9447383669064153,8.10329743238061
63,22,23,476.6078140304307,1.7497232410201335,False,0.9615894875375454,2.798803816875056
64,22,24,766.0286079243454,3.8840438130061274,False,0.9439472095177417,4.536760950235265
65,22,25,234.79541510640613,2.6494533230258686,False,0.9431392603893959,4.778966796589255
66,22,26,590.2817015284418,2.893336380433018,False,0.9698875640533553,3.7403895733497703
67,22,27,657.021035015657,3.571045687879298,False,0.9951283514195371,4.332056330389526
68,22,28,242.2242923854037,6.21456862283277,False,0.983092978276742,8.278771164518592
69,22,29,752.0943965753693,4.745038031922822,False,0.96749120289722,5.409848197078591
70,22,30,355.00321319844045,3.062512157395353,False,0.951784253814836,4.470950113478047
71,22,31,923.6716047754934,3.8616448991060595,False,0.9916117768605127,4.402962827918572
72,22,32,667.1977342679409,1.2422638048936556,False,0.9867724631848067,1.9916668293937423
73,22,33,622.2990881756177,5.121982382991077,False,0.9821987956270887,5.925454554974874
74,22,34,363.9511713574744,6.450767977718741,False,0.9899069773280093,7.824578640657639
