edge_id,source,target,bandwidth_mbps,propagation_delay_ms,is_inter_domain,link_reliability,cost
0,0,3,814.8463974590557,4.224294996897529,False,0.9450071950823032,4.837907576592494
1,0,1,904.1136955860653,2.945328626003131,False,0.9775946198088631,3.4983564171327517
2,1,4,449.09108036378115,3.3434946625820166,False,0.9752454336587228,4.456854561858975
3,1,2,648.9928433371621,4.946794447281967,False,0.9610443611056667,5.717218967572466
4,2,5,345.71658269776566,6.904753532283274,False,0.9632157045258063,8.351024914750088
5,3,6,426.04619954247914,3.842435371283004,False,0.9530885182749921,5.016017016975274
6,3,4,619.2262864201878,4.154200544076725,False,0.953870603012937,4.961659805682935
7,3,13,25.95213842124045,14.597427367746361,True,0.9804055267686469,33.863662461143385
8,4,7,698.9667978831288,4.504621485829188,False,0.9680263257275388,5.2199630464216025
9,4,5,944.5304867027561,2.908310513635763,False,0.9742729047090242,3.4376740514347817
10,4,15,58.70814586407684,18.986765133820263,True,0.9649180934166898,27.503470825013743
11,5,8,987.6078211856812,4.100067745334499,False,0.9564498187188454,4.606341581238027
12,6,7,852.6578286652828,3.2763977113548535,False,0.9963446272875564,3.8627994110644317
13,6,20,35.450284705478985,18.64652037771186,True,0.9638345524761527,32.750779459239716
14,7,8,315.474953099235,4.184232648532378,False,0.9780821576367097,5.769144525332694
15,8,15,51.125482297077966,20.28932103986879,True,0.9908774068265062,30.069179880018588
16,9,13,150.35987463329147,2.875918651459152,False,0.9635053718517812,6.201273911427519
17,9,10,666.0705005377733,3.841547244178561,False,0.9700085164133768,4.592218531371597
18,10,14,337.840855407561,3.859654873617754,False,0.9401479455412941,5.339641654366385
19,10,11,846.0627130151296,5.9229366666974625,False,0.9809097306466485,6.513909407025588
20,11,15,346.98916204992526,2.984163955344431,False,0.9561002911012424,4.425131151686025
21,11,12,349.5506407034691,3.6599990777425813,False,0.9400351547636524,5.090406983715096
22,12,16,933.6308821217863,2.4139942534058396,False,0.9582886616010813,2.9495378066178874
23,13,17,226.53555157239987,3.4436756966358324,False,0.9715251699273073,5.650834778419965
24,13,14,637.070112626998,1.5613702604526305,False,0.9981146278840084,2.346213231563328
25,14,18,769.6529671223149,3.1484870779639174,False,0.9468658258427128,3.798130516446938
26,14,15,490.2916164482055,3.1898556165963483,False,0.9880372017825666,4.20965685982813
27,15,19,719.1810077340908,5.053758230801559,False,0.9499088167680094,5.748993497894249
28,15,16,218.93256647149408,3.3084194020824986,False,0.9532608100174649,5.592227645225266
29,16,20,731.4778410401531,3.4003752130754394,False,0.940269971650281,4.08392291875714
30,17,18,728.0031897529869,4.207162478066226,False,0.9652729217627335,4.8939726556008205
31,18,19,914.8472027915195,5.723128023683501,False,0.9863362015202655,6.269667378533497
32,19,20,279.8971172080119,4.893362394977469,False,0.9672784275292096,6.679733062126619
