node_id,router_type,capacity_mbps,x_coord,y_coord,domain_id,historical_traffic
0,core,1051.421680454721,0.4897026752072776,0.6030358185355471,0,0.21849884720908969
1,edge,410.37299249581577,0.5387400524203335,0.46302587321329725,0,0.5849299752346028
2,edge,590.3845129357791,0.4586990264639794,0.5392489598185329,0,0.4526508316451431
3,gateway,838.2606356134215,0.5201324715346581,0.5035106378445509,0,0.77271007730063
4,edge,717.1885252972594,0.5404995267782167,0.5833886877761119,0,0.3977358175588629
5,edge,128.75048892503466,0.4105387117078096,0.547973722150107,0,0.26742051114609766
6,edge,542.7100519481705,0.6015109782225693,0.49381869801958234,0,0.4335555376322354
7,edge,511.80105902825966,0.41370103492658905,0.6335677805298586,0,0.5272123576587221
8,core,670.329329122892,0.5586567115144381,0.6107944320439216,0,0.2601580576495727
9,gateway,461.98651863457667,0.09208413982585037,0.7141220801666398,1,0.42745231770652214
10,gateway,229.7084126480493,0.0,0.687968997034803,1,0.1407471360451667
11,gateway,831.6113521381272,0.2108885493399842,0.9667971420463235,1,0.18464426733639522
12,core,1115.5841863072014,0.1599961043766354,0.7172364130335652,1,0.7913974642927546
13,edge,525.4005546039635,0.12733511689459953,0.8108162358947592,1,0.5175681808452378
14,gateway,1138.5962765706697,0.05085241904755759,0.7680261483752996,1,0.578355571193719
15,edge,380.01135617868226,0.1741017856223528,0.7614145903374171,2,0.44990292729436154
16,edge,624.1553654850204,0.13073430291630384,0.7157771285626399,2,0.7911469023194124
17,edge,771.910317155867,0.2432332238669036,0.857042544275497,2,0.6463146735262728
18,edge,565.6973000868751,0.2772687218717347,0.8623924117256091,2,0.4576955584212037
19,edge,536.3539837923055,0.01798927064990949,0.7212440078497714,2,0.29397446293806756
20,core,347.2730811384051,0.17331287337534262,0.7263155762231581,2,0.7834600091933959
21,edge,223.23879094263532,0.1567095867221639,0.5707660121960011,2,0.5562206585589308
22,edge,462.79856692680306,0.25698324873782963,0.7453922674773052,2,0.375938965543975
23,gateway,144.16276859636756,0.23104324679167,0.7815962339010527,2,0.3413769784623405
24,core,1029.264128961517,0.29287578051834406,0.7143815471492364,2,0.22365057021796392
25,gateway,665.9992794774748,0.3272742295420784,0.23420528965276488,3,0.16299335705347792
26,gateway,444.5731057552972,0.2039893227695616,0.3349454585162354,3,0.47079385901484805
27,edge,152.48328571633797,0.21553436847383495,0.15010669633606386,3,0.5461833017587138
28,edge,619.4169415432202,0.3729267279838132,0.1499202241196604,3,0.7156979257245817
29,gateway,777.8830499196629,0.20272202591313382,0.14594580814703884,3,0.6221124738975613
30,core,651.0214688296734,0.23218230146922247,0.1586722254809077,3,0.233960801062835
31,gateway,999.5473178443528,0.2732753533268617,0.18833367971500875,3,0.5856912003178845
32,gateway,1049.6719025724299,0.29618648214190785,0.1767386603193974,3,0.3997217737264651
33,core,313.17026830054857,0.26125140322162826,0.19689486466399478,3,0.5048317998913828
34,gateway,505.09762073777534,0.24270771888084133,0.16087527153144845,3,0.18184480424228477
35,edge,505.83532165203707,0.2630057338285275,0.11465757217124226,3,0.5374665019981649
36,edge,445.94164954395,0.1303158710647768,0.19749461347832625,3,0.7282685613268642
37,gateway,1141.438179271367,0.29631393396840383,0.26397615058496743,3,0.2318496499965495
38,edge,725.5582619160375,0.12472790107919984,0.11430827432624872,3,0.23212487845249183
39,edge,209.46616137711646,0.2039830188394321,0.26263950892166815,3,0.34726480699245854
40,gateway,288.1094322890673,0.6722101028874193,0.41823307117185565,4,0.3019657599838385
41,gateway,323.2520441827334,0.9589805298877593,0.35910793345841935,4,0.3892606009025872
42,edge,666.1401697107448,0.7606903027624277,0.4975558871873512,4,0.27699319536230593
43,edge,390.4573144298926,0.7223340371995747,0.409003609310133,4,0.7440338008966128
44,edge,116.85437657455414,0.7547507620577478,0.4391817823754025,4,0.28975390691952474
45,gateway,638.4027211100096,0.7932725326385962,0.428582269240486,4,0.4728590473514399
46,core,716.98699454641,0.786841461736232,0.5056060671123861,4,0.3038570408997645
47,core,921.9788849557262,0.7608629760696266,0.437896417861214,4,0.5694394153776657
48,edge,533.7370131182528,0.7648447858507387,0.39582064188199373,4,0.15617293216079658
49,edge,528.1130378761605,0.8750547027581368,0.568677384936083,4,0.20663366972739966
50,gateway,1082.482660555684,0.8133932699357949,0.30965723784704025,4,0.6417977079503281
51,gateway,405.7009626819923,0.6713204401490448,0.4059564418709852,4,0.19439761182230386
52,gateway,677.3759963428344,0.8799057561155486,0.3813238230715592,4,0.4604080367726199
53,edge,748.6566055655035,0.7425843009486724,0.33739098277648727,4,0.5547896872656009
54,core,161.14186974088,0.8384717046702823,0.2585241514237011,4,0.37182889493074867
55,edge,168.42212835454842,0.9442953539781986,0.4614103102020774,4,0.7698796018588645
56,edge,730.1184731127189,0.7290569299238399,0.3458571622856914,4,0.1802119031403781
