node_id,router_type,capacity_mbps,x_coord,y_coord,domain_id,historical_traffic
0,edge,361.9031577240585,0.7446122029395371,0.5171411069707901,0,0.36030447310826885
1,edge,132.6823810435661,0.7992538043733575,0.40516319451427174,0,0.4306750116630098
2,edge,657.0371440461187,0.8637044846220967,0.3528131749614506,0,0.1273240600718385
3,core,558.6474222474355,0.9292418100107542,0.4987276386789334,0,0.18284901777941165
4,edge,261.8165023118523,0.5378049897568062,0.5686678112475991,1,0.40859815952394485
5,core,250.300973048086,0.48506346861157956,0.5934542909804696,1,0.770324343741707
6,edge,378.73839132798065,0.5534515892035509,0.5474878947698236,1,0.7272079594731974
7,edge,705.2833429118782,0.641710784223477,0.5702080402885805,1,0.10842106416138117
8,gateway,640.6054638572167,0.4455361161481439,0.5886924378360804,1,0.29838023226142946
9,gateway,191.66306092126408,0.34653069979681,0.5135345602208685,1,0.4263202219592246
10,edge,256.6416896389794,0.32485724836474483,0.4443517776085796,1,0.7709517884513003
11,edge,207.3258043483596,0.3760216661034651,0.638269853744236,1,0.5168301898797664
12,core,440.4479431949504,0.6234452830252084,0.1946345709766249,2,0.7093459067907607
13,edge,700.0441612084062,0.6172698742860898,0.3350267482918124,2,0.4536425256886347
14,edge,540.2661079629441,0.6837314665750874,0.3681456040864202,2,0.3784955241229373
15,edge,318.0745779616902,0.4064417641612168,0.25389990632800186,3,0.6025299800117414
16,gateway,560.508386119807,0.5824189951437517,0.14811466489970795,4,0.5866377742314435
17,core,1287.6674706488957,0.3626477344003618,0.09050715511907034,4,0.49433461142890367
18,core,1179.9635896953437,0.5765035662460928,0.1747321646626859,4,0.5651738905215266
19,gateway,513.4945333953912,0.4546266804520297,0.25711956214842346,4,0.6821294583131995
20,gateway,226.07784081090156,0.4953125692897341,0.20280695170488888,4,0.7019411372254674
21,gateway,918.2515417508993,0.5950905144592213,0.22195263643009344,4,0.6436980585947606
