edge_id,source,target,bandwidth_mbps,propagation_delay_ms,is_inter_domain,link_reliability,cost
0,0,1,838.7497448152136,4.239795938692641,False,0.9741340323851186,4.835921306349421
1,0,17,558.9426917905821,3.2956510133941372,False,0.9477146164619055,4.1901971043328015
2,0,26,65.28133895630233,7.039985703459318,True,0.9732113404700151,14.699142332196471
3,1,2,249.17346178566646,4.322609715133131,False,0.9910987526120569,6.329243954657761
4,2,3,537.0520739497883,2.2089924571541495,False,0.9661635034757254,3.1400008718926196
5,2,30,24.460227920218607,3.733577444240203,True,0.9867162520872198,24.174924173748984
6,3,4,669.7163354401353,2.2966306478506837,False,0.9906203728144786,3.043215393572022
7,3,35,36.13619238963836,5.356938348867181,True,0.9498012506651181,19.193481906327577
8,4,5,953.2481499362525,1.950722915279636,False,0.9891373863534043,2.4752453075165755
9,5,6,960.4742565381632,3.810883053738441,False,0.9498934685824497,4.331459213480764
10,6,7,180.43874050109014,3.0079884262688688,False,0.9620783782357493,5.77901198036522
11,7,8,832.2502312799952,5.559289548545692,False,0.9951102002115505,6.160070396910256
12,8,9,265.42227631327825,5.146148663263153,False,0.9671632415923955,7.029939304143082
13,9,10,372.9417149360273,4.917686160853952,False,0.9828218945723971,6.258378231425269
14,10,11,822.1492797454711,7.868591209534747,False,0.9735446633189733,8.476753270024291
15,11,12,118.25010861184067,6.898235299004522,False,0.9852094969926892,11.126561225040362
16,12,13,666.3419883310713,3.9925174006107755,False,0.9591220136829879,4.742882841714534
17,13,14,182.61039514784,1.274243596159065,False,0.9799748920027366,4.012313351690802
18,14,15,489.8368296408461,7.585246696814354,False,0.9557022342201485,8.605994769936185
19,14,17,777.2793197986146,5.271709023310467,False,0.9974715871906362,5.91497842115003
20,15,16,796.1846510505972,2.9442309400190108,False,0.9976994875145709,3.5722259652185424
21,16,17,729.847921125137,2.7643525952002106,False,0.9973405723747545,3.4494268216626187
22,18,19,342.3025610044563,4.864005952828655,False,0.948922577973095,6.324702006439223
23,18,29,311.57644905794405,2.922665034995251,False,0.9437415628280147,4.527407631914104
24,18,32,63.74921139081131,7.582651554933125,True,0.9485570918823885,15.425885833311494
25,19,20,534.7579397177847,2.1719767313512617,False,0.961989514012297,3.1069792116582806
26,19,33,55.71172752940504,11.552362552841139,True,0.9821182229651272,20.52713361403461
27,20,21,142.03773580977384,3.2528427620353764,False,0.9731774144360447,6.77303404887504
28,21,22,285.5954611999922,3.4360887467714916,False,0.9430889658188545,5.186816849729221
29,22,23,790.1379679414977,4.024587771090936,False,0.9514652756193545,4.657388649275061
30,23,24,264.4628798261401,6.4260886304097,False,0.9865394753632307,8.316713130637119
31,24,25,803.4389581668183,4.425091887596205,False,0.9673361650162154,5.047416701345384
32,24,29,219.07798724015575,3.243741540657621,False,0.997333762750136,5.526033825239797
33,25,26,765.9362418853217,2.1141298818074437,False,0.9482112465110774,2.7669257317195326
34,26,27,795.8671230249394,3.1452349544883385,False,0.9915957033907337,3.7734805315886906
35,26,47,31.431568831936314,9.934493309398139,True,0.9591908086978687,25.842067082552305
36,27,28,493.1189310212962,3.17911495295174,False,0.9734794730261842,4.19306913022182
37,28,29,577.0298486416207,4.16964474179709,False,0.9709396693711215,5.036151043294394
38,30,31,733.3502665838434,2.711604655844428,False,0.9720095079918977,3.3934070943014887
39,30,42,616.737105298076,5.027617789458519,False,0.9840614488911641,5.83833599613808
40,31,32,742.4524982433406,2.8734395061658833,False,0.9859388813355485,3.546883263420403
41,32,33,797.5926593835717,2.8465966363976385,False,0.9867261256051796,3.4734830477977017
42,33,34,622.2528528170461,4.137417454604982,False,0.961235601353676,4.940949327116958
43,34,35,299.4036000979754,2.395357766118667,False,0.9585916033131658,4.06534436559971
44,35,36,435.1275911875926,3.205158162668395,False,0.9610404600486183,4.354246407418289
45,36,37,876.6435965290964,7.275537628313335,False,0.9419082972324879,7.845894843012278
46,37,38,111.13971013576553,2.893933157500788,False,0.9756262116709468,7.392775195051654
47,37,44,12.337551185232737,7.482716644800178,True,0.9986546079022954,48.00939754712285
48,38,39,274.3455750717568,6.589686892336814,False,0.9661055860938115,8.412205808011768
49,39,40,189.1474618319308,3.4599091778479583,False,0.9691643183301428,6.10334935493202
50,40,41,810.6358008822062,2.628413323492407,False,0.9670099546344458,3.245213123668831
51,41,42,597.2877921914408,3.6884444104462584,False,0.9580805384658094,4.525561804333561
52,43,44,679.4220902529594,4.05834010609916,False,0.9732912747012358,4.794259657690192
53,43,49,909.5153135744106,3.5346473083126537,False,0.9573131783702895,4.084390663413505
54,44,45,796.5572683503715,1.4251671340476673,False,0.9500912093352566,2.0528683927851263
55,45,46,369.1175408615618,4.284745502699732,False,0.9935160271003066,5.639327565727525
56,46,47,969.7125064077783,3.834906972031904,False,0.9437517759584362,4.350523710700367
57,47,48,956.1071961205024,3.5462440573662937,False,0.9545909402512763,4.0691979709324695
58,48,49,210.79827787403434,6.118060746861649,False,0.9910091971054006,8.489996632878622
