edge_id,source,target,bandwidth_mbps,propagation_delay_ms,is_inter_domain,link_reliability,cost
0,0,6,160.20221420373167,1.894499495829976,False,0.9658352725280444,5.01555498488921
1,0,10,437.9928188134105,3.3994209582897152,False,0.978049487047073,4.540992186225772
2,1,14,149.62124685299258,3.516699952813998,False,0.982526667571293,6.858471328982686
3,2,6,166.63031796913089,3.063962329344653,False,0.9515059858508792,6.064616748624028
4,2,9,591.0336923425987,3.3704921567637793,False,0.9892664515262698,4.216467617178259
5,2,11,335.94051828187946,4.6718192076557585,False,0.9596088745947677,6.160177928292315
6,3,7,984.0315120328319,6.410366006316861,False,0.9835190142737462,6.918479815565805
7,3,11,447.1939219056169,3.914475626821094,False,0.9740176764441734,5.032558801720613
8,3,13,768.8488341901196,3.709057867032932,False,0.9627531794032798,4.359380762464885
9,3,17,75.92452402415154,3.88242086212115,True,0.9416598304489394,10.467908310695083
10,3,30,73.25745800022128,7.351809912315118,True,0.9501286468983894,14.177053561889878
11,4,9,514.8410043117262,2.013040114066298,False,0.9759685722727629,2.9842137304110823
12,4,12,248.89893856092561,3.6435795787436973,False,0.9406719701640873,5.652427036635165
13,5,8,461.16289880723735,3.265933565934315,False,0.9542589726189836,4.350149146357658
14,5,13,590.8827721266823,1.0681851083845146,False,0.9944066766919681,1.9143766434675555
15,5,14,285.1252689334436,2.336673332223484,False,0.9619660480866258,4.090288512913465
16,6,11,700.241598836603,2.6573219433350967,False,0.9744859798513035,3.3713612132538096
17,6,12,123.05728220448076,6.61633959815883,False,0.9775272292738293,10.679488003867679
18,7,10,750.2829660441387,4.184041529295623,False,0.9473260354475783,4.850456765451451
19,7,12,139.44996335552298,2.4380033718327976,False,0.982890638063815,6.023518835363375
20,8,12,329.8592764213296,5.709822552344289,False,0.9624223066059562,7.225620456906929
21,10,11,588.1739505697287,3.9438934461770527,False,0.9847739509683109,4.793982096848644
22,10,37,92.42128578222207,8.277080883176728,True,0.9449163369820409,13.687090014386833
23,11,14,133.19613502434166,2.452483311969744,False,0.9529947873517535,6.206345989055867
